File Name,Precision,Recall,F1 Score,PG
clean.csv,0.8779219124764004,0.9107883817427386,0.8870274590607015,0.0
random-0.1-1.csv,0.7163513469011394,0.7178423236514523,0.6998870102630235,0.21097480905027036
random-0.1-2.csv,0.7028868033964553,0.6950207468879668,0.6751091650578438,0.23890838083779725
random-0.1-3.csv,0.7137170459784569,0.7178423236514523,0.6956778837331681,0.21572001336932553
random-0.1-4.csv,0.70173644359329,0.7012448132780082,0.685260339006536,0.2274643450923406
random-0.1-5.csv,0.7217053132618759,0.7219917012448133,0.70569011280349,0.2044326186353179
random-0.2-1.csv,0.7847428792968211,0.7863070539419087,0.7720172652221777,0.1296579859661969
random-0.2-2.csv,0.7194557229308266,0.7489626556016598,0.7188460189855976,0.1896011655075435
random-0.2-3.csv,0.7662920700783771,0.7780082987551867,0.7581593238781426,0.1452808860269343
random-0.2-4.csv,0.7283861727435652,0.7531120331950207,0.7274605793060951,0.17988944775573945
random-0.2-5.csv,0.7494781843329561,0.7717842323651453,0.7451715751672073,0.15992276501080288
random-0.3-1.csv,0.7630997878513711,0.7676348547717843,0.7500187505101241,0.1544582494612509
random-0.3-2.csv,0.737415178182813,0.7634854771784232,0.7388383585146692,0.16706258530367699
random-0.3-3.csv,0.7520689257722453,0.7676348547717843,0.7434569504579011,0.16185576572210209
random-0.3-4.csv,0.760056352155995,0.7863070539419087,0.763426720560282,0.13934262940552455
random-0.3-5.csv,0.7713703818202616,0.7925311203319502,0.7716620448680493,0.13005844747446244
random-0.4-1.csv,0.7697797701964743,0.7925311203319502,0.7664280303310144,0.13595907037352964
random-0.4-2.csv,0.7902271829139048,0.8153526970954357,0.7922500509397916,0.10684833615102776
random-0.4-3.csv,0.8234379210001616,0.8174273858921162,0.8080587580315942,0.08902621922519675
random-0.4-4.csv,0.7865327618439651,0.8070539419087137,0.7831156562133043,0.11714609484291767
random-0.4-5.csv,0.7941711657588486,0.8153526970954357,0.7952417340665369,0.10347562982025281
random-0.5-1.csv,0.8120238855197363,0.8298755186721992,0.8087176555201939,0.088283404014834
random-0.5-2.csv,0.8062458618884694,0.8381742738589212,0.8130514828647609,0.08339761688355826
random-0.5-3.csv,0.798039828487653,0.8257261410788381,0.8005799910995655,0.09745748801584754
random-0.5-4.csv,0.8017076357434515,0.8360995850622407,0.808959000901571,0.08801132068876351
random-0.5-5.csv,0.8054509229820433,0.8257261410788381,0.8043108764938021,0.09325143401365538
random-0.6-1.csv,0.8208012250543371,0.8381742738589212,0.8201328787696611,0.07541432861827853
random-0.6-2.csv,0.7880905717050404,0.8195020746887967,0.7916392735894812,0.10753690260302602
random-0.6-3.csv,0.828974450302797,0.8506224066390041,0.8288866551492947,0.06554566413645604
random-0.6-4.csv,0.8519035828164458,0.8838174273858921,0.860659697558648,0.029725981121232724
random-0.6-5.csv,0.8194117656790922,0.8443983402489627,0.8209014441745709,0.07454787809630299
random-0.7-1.csv,0.8451401598813697,0.8713692946058091,0.8497752319329082,0.04199670117004128
random-0.7-2.csv,0.8354026160561431,0.8568464730290456,0.8370193433428296,0.05637719013887902
random-0.7-3.csv,0.8507436783206602,0.8796680497925311,0.8562433877786574,0.03470475571820765
random-0.7-4.csv,0.8531011499280965,0.8817427385892116,0.8601831407848005,0.030263232554634957
random-0.7-5.csv,0.8617541341198254,0.8879668049792531,0.8686438051317912,0.02072501109309204
random-0.8-1.csv,0.8444494432674167,0.8838174273858921,0.8561441440072145,0.034816639257357576
random-0.8-2.csv,0.8580810901868993,0.8900414937759336,0.8659609084742255,0.023749603658024254
random-0.8-3.csv,0.8626047080240136,0.8900414937759336,0.868114352443568,0.021321895307684205
random-0.8-4.csv,0.8585574507409302,0.9004149377593361,0.8719974700265156,0.016944220701015866
random-0.8-5.csv,0.8505602099727454,0.8796680497925311,0.8577692135027302,0.03298459958494823
random-0.9-1.csv,0.8926482669940656,0.9107883817427386,0.893982903526472,0.0
random-0.9-2.csv,0.8635136605162812,0.8941908713692946,0.8712981533069933,0.017732602968530794
random-0.9-3.csv,0.8715837831092255,0.9066390041493776,0.8825474663648937,0.005050568220911425
random-0.9-4.csv,0.8611415728116973,0.8941908713692946,0.8698245470357284,0.019393888936865257
random-0.9-5.csv,0.8856253704801422,0.9024896265560166,0.8856137449771431,0.0015937658627337363
