Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,3182.753038056977,0.6999992970077237,0.5038951892455327
0.72,3009.150144193102,0.7200002873224417,0.5071486264418195
0.74,2839.6473186750904,0.7400071996197037,0.5102719777283988
0.76,2673.544549834136,0.7600069088239623,0.5132783062176021
0.78,2509.941822667489,0.7800077005893512,0.5161836002836068
0.8,2348.0391238393704,0.7999999607849148,0.5190011446844376
0.82,2186.7364350130856,0.8200003107862475,0.521748315395664
0.84,2024.9337378519394,0.8400075195422636,0.5244409286627799
0.86,1861.4310123522646,0.8600041024705944,0.5270946498256806
0.88,1694.4282285085599,0.880000546047919,0.5297323312617711
0.9,1521.5253463134907,0.9000030588170287,0.5323822763792319
0.92,1339.3223090899999,0.9200023505283971,0.5350819053751033
0.94,1142.0190201536948,0.9400047720910226,0.5378933174977463
0.96,918.5152944706529,0.9600087459613921,0.540931478252178
0.98,640.2106552868025,0.9800048451886791,0.5444870781640432
