File Name,Within-Class Distance,Between-Class Distance,J Value
dirty-mode-10.csv,3299.4566037735854,8372.673867606887,2.5375917531484027
dirty-mode-30.csv,5151.812500000005,6520.317971380472,1.2656357294409426
dirty-mode-50.csv,6991.583747927032,4680.54672345344,0.66945443152865
dirty-mode-70.csv,8833.245823389014,2838.884647991449,0.32138635160300183
dirty-mode-90.csv,10685.674895202621,986.4555761778627,0.09231570170834376
dirty-knn-10.csv,2393.2512533156496,9278.879218064822,3.877101998885286
dirty-knn-30.csv,3107.2038423016647,8564.926629078807,2.756474008069689
dirty-knn-50.csv,5326.843362151938,6345.287109228531,1.1911908569177756
dirty-knn-70.csv,8601.254817866782,3070.875653513689,0.35702647096732615
dirty-knn-90.csv,11206.504122894228,465.6263484862665,0.04154965218234465
dirty-hdi-10.csv,2289.0708045977008,9383.059666782769,4.099069215306261
dirty-hdi-30.csv,2417.152173011618,9254.978298368853,3.828876974194694
dirty-hdi-50.csv,3519.6148606743577,8152.515610706114,2.31630900920338
dirty-hdi-70.csv,6836.120583109496,4836.009888270976,0.7074202143566134
dirty-hdi-90.csv,10394.00814629002,1278.122325090456,0.12296722372174221
dirty-mice-10.csv,3823.888514082591,7848.241957297881,2.0524243655102463
dirty-mice-30.csv,6879.2171828384835,4792.913288541989,0.6967236476410169
dirty-mice-50.csv,9389.316404574036,2282.814066806435,0.2431288890950948
dirty-mice-70.csv,10811.484217661546,860.6462537189219,0.07960481987412771
dirty-mice-90.csv,11564.25075328368,107.87971809675284,0.009328725258410735
dirty-iim-10.csv,2475.610421974539,9196.520049405932,3.7148494641054293
dirty-iim-30.csv,3269.24185677069,8402.888614609781,2.5702866238565885
dirty-iim-50.csv,5298.128283713719,6374.002187666752,1.2030667900700398
dirty-iim-70.csv,8373.528371303977,3298.602100076493,0.3939321578440911
dirty-iim-90.csv,10904.756666905574,767.3738044749009,0.07037055735537631
dirty-si-10.csv,3884.868974464701,7787.26149691577,2.004510717890758
dirty-si-30.csv,6383.152536599216,5288.977934781255,0.8285839801658711
dirty-si-50.csv,6210.86653142073,5461.263939959741,0.8793078892182347
dirty-si-70.csv,4583.096393513274,7089.034077867198,1.5467783064525382
dirty-si-90.csv,9963.50189696611,1708.6285744143665,0.17148875888051412
dirty-rf-10.csv,2327.5010062401366,9344.629465140333,4.0148766595962595
dirty-rf-30.csv,2422.7178413527345,9249.412630027737,3.8177836775508656
dirty-rf-50.csv,4413.828608959557,7258.301862420914,1.6444457874253227
dirty-rf-70.csv,9582.747537015468,2089.3829343650036,0.21803589485106467
dirty-rf-90.csv,11299.419531309482,372.7109400709912,0.03298496343447104
dirty-xgbi-10.csv,3273.6964980544763,8398.433973326,2.5654284012941035
dirty-xgbi-30.csv,5727.41789354476,5944.712577835738,1.037939380071408
dirty-xgbi-50.csv,8636.466174661677,3035.6642967187245,0.35149379796391583
dirty-xgbi-70.csv,10713.420612813272,958.7098585671006,0.08948681221574384
dirty-xgbi-90.csv,11569.793205944792,102.33726543567307,0.008845211285461016
dirty-gain-10.csv,3934.9577019787066,7737.172769401765,1.9662658039528869
dirty-gain-30.csv,7535.005664128011,4137.124807252461,0.5490539744313823
dirty-gain-50.csv,10231.556288153703,1440.5741832267702,0.1407971712861215
dirty-gain-70.csv,11128.370577990492,543.759893389977,0.04886248975797197
dirty-gain-90.csv,11574.998087173659,97.13238420683373,0.008391568056885196
dirty-midae-10.csv,3415.5631872278777,8256.567284152596,2.417337004634293
dirty-midae-30.csv,5868.842631230351,5803.287840150118,0.9888300308596808
dirty-midae-50.csv,8593.828653212793,3078.301818167698,0.3581991150145725
dirty-midae-70.csv,10666.651029765522,1005.4794416149643,0.0942638358383669
dirty-midae-90.csv,11569.81104033967,102.31943104076862,0.008843656191446727
