Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,1.624390115529356,0.7000077566789862,0.9888520421966432
0.72,1.5349377615200401,0.7200091007655712,0.99003361781353
0.74,1.4477354667228086,0.7400065501646272,0.991123930903786
0.76,1.3623332192952446,0.7600061047967953,0.99213234562922
0.78,1.2783310087107556,0.7800003687227622,0.9930664483944995
0.8,1.1952288218111005,0.8000002505133931,0.9939337584415163
0.82,1.112526645438038,0.8200065212274578,0.9947404604675002
0.84,1.0297244664333272,0.840002408216892,0.9954914071502323
0.86,0.9460722650596068,0.8600035481233343,0.9961921122200975
0.88,0.860720018947867,0.8800041664818056,0.9968467316768616
0.9,0.7724676965183294,0.9000061546851761,0.997459238528424
0.92,0.6795652517171504,0.9200064678544009,0.9980330475377344
0.94,0.5791126082265323,0.9400043045604177,0.9985712953374728
0.96,0.4654596173583515,0.9600062450079574,0.9990769845837896
0.98,0.32410589752361907,0.9800080314699278,0.9995525400372739
