Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,2704.344141426126,0.6999981807225623,0.894145349024481
0.72,2554.7416057899286,0.7200070794455081,0.9038949401970343
0.74,2409.039136256547,0.7400030484990461,0.913153209275041
0.76,2266.436719266428,0.7599975558762634,0.9219533495369093
0.78,2126.1343412600213,0.780001466424902,0.9303257586076105
0.8,1987.4319903727182,0.8000062659660674,0.938291002703541
0.82,1849.5296530449668,0.8200073090011188,0.9458703998134904
0.84,1711.5273140222716,0.8399973481102291,0.9530833664408296
0.86,1572.1249512703605,0.8599993906600516,0.9599586756140781
0.88,1429.922541060018,0.8800054692663528,0.9665125054104217
0.9,1283.0200511873084,0.9000044655084729,0.9727594974955166
0.92,1128.4174308039119,0.920006493823045,0.9787200799540529
0.94,961.3145985525179,0.9400086217546212,0.9844095440850313
0.96,772.4113968033356,0.9600094239666589,0.989842924188055
0.98,537.7074187698097,0.9800043268657823,0.9950339578350754
