Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,4684.458031114318,0.7000085408503322,0.7567517091184741
0.72,4425.154748794288,0.7200091077012587,0.7746110283216087
0.74,4172.551551285459,0.7400037039033439,0.7922280290769577
0.76,3925.2484208660867,0.760005212671048,0.809613655037242
0.78,3682.0453423461054,0.7800092727062176,0.8267638458904328
0.8,3441.74230053545,0.8000058528469975,0.8436702773938931
0.82,3202.7392751806983,0.820008052205986,0.8603445362309364
0.84,2963.5362472942693,0.840003663174008,0.8767772382980495
0.86,2722.033190293548,0.8600029657684101,0.8929779686744932
0.88,2475.7300725325636,0.8800044722731248,0.9089468395435564
0.9,2221.226850972797,0.9000058845191105,0.9246837818897677
0.92,1953.423461056469,0.9200096184719373,0.9401929272133689
0.94,1664.1197989847972,0.9400056398805088,0.955469489284658
0.96,1337.015658426056,0.9600070996983986,0.97052745987421
0.98,930.5105127913012,0.9800095400255353,0.9853693421056073
