Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,528.525858419528,0.7000063697682092,0.9962124059224332
0.72,499.36548455161517,0.7200058980756969,0.9966167521378065
0.74,470.9348697828993,0.7400087969433947,0.9969893285160482
0.76,443.10405701352335,0.7600090567230662,0.9973332691925098
0.78,415.73309244364145,0.7800058002219437,0.9976514164742842
0.8,388.66202887342956,0.800007592680029,0.9979464044017218
0.82,361.74091580305264,0.8200054488532414,0.998220303259886
0.84,334.77981593271977,0.8400027249455441,0.9984751160315911
0.86,307.5488051626839,0.8600045249522258,0.9987126324404056
0.88,279.767975893253,0.8800075568485148,0.9989343456663379
0.9,251.05745352484507,0.900006536783285,0.9991415736650718
0.92,220.8374294580982,0.9200064292830294,0.9993355993816392
0.94,188.16821389404632,0.9400046948810419,0.9995175000945243
0.96,151.21041403471344,0.9600098946720896,0.9996883399627219
0.98,105.27557758525862,0.9800080686627638,0.999848894711383
