Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,88902.77805556111,0.7000048249354861,0.5276792000860357
0.72,84080.48160963219,0.7200036049075397,0.5282783372960667
0.74,79369.78739574792,0.7400055105049028,0.5288507475230505
0.76,74749.09498189963,0.7600074769932786,0.5293997430814079
0.78,70196.80393607872,0.7800036096342688,0.529928405709069
0.8,65685.91371827436,0.8000056252835203,0.5304401953173745
0.82,61191.22382447649,0.8200063213028711,0.5309380908369867
0.84,56682.13364267285,0.8400042317291766,0.5314253806430915
0.86,52119.04238084762,0.8600087658497628,0.5319059564136349
0.88,47456.94913898278,0.8800067067761851,0.5323838081931902
0.9,42627.452549050984,0.9000094289729227,0.5328646822635742
0.92,37535.150703014064,0.9200078529496418,0.5333560092447842
0.94,32018.040360807216,0.9400057864742554,0.5338699583130461
0.96,25762.91525830517,0.9600075430973639,0.5344293405596228
0.98,17963.359267185344,0.9800099273766435,0.535091772493066
