File Name,Precision,Recall,F1 Score,PG
clean.csv,0.9842436974789915,0.9852941176470589,0.984593837535014,0.0
random-0.1-1.csv,0.7188937696290637,0.6596638655462185,0.6476120941567648,0.34225457293324313
random-0.1-2.csv,0.7290729928334971,0.6932773109243697,0.6904820200251685,0.29871385163873354
random-0.1-3.csv,0.6944859470594764,0.6617647058823529,0.6532986964906898,0.33647899104644013
random-0.1-4.csv,0.7375308456716021,0.6848739495798319,0.6787253791548156,0.310654451327826
random-0.1-5.csv,0.7557283519468393,0.7016806722689075,0.6986477543849022,0.29042034618659995
random-0.2-1.csv,0.7587995046503451,0.7247899159663865,0.7210900804171936,0.267626860003021
random-0.2-2.csv,0.806538926759515,0.7605042016806722,0.756862502338541,0.23129469890509485
random-0.2-3.csv,0.7984318727490995,0.7563025210084033,0.7537882381802303,0.23441706677000784
random-0.2-4.csv,0.8269582833133253,0.7857142857142857,0.7827323391306338,0.2050200709256436
random-0.2-5.csv,0.8096335329003397,0.7836134453781513,0.7826401153426757,0.20511373776007039
random-0.3-1.csv,0.8630235427504335,0.8319327731092437,0.8309785500653024,0.1560189406164638
random-0.3-2.csv,0.8545243097238896,0.8256302521008403,0.8220294452803166,0.16510807406807096
random-0.3-3.csv,0.8195103041216486,0.8004201680672269,0.7924513457009813,0.19514898886130772
random-0.3-4.csv,0.8615530303030303,0.8319327731092437,0.8311776615500892,0.1558167135892408
random-0.3-5.csv,0.8184932306255835,0.7815126050420168,0.7722502948403447,0.21566613013370392
random-0.4-1.csv,0.885249933306656,0.8550420168067226,0.8577801914677841,0.12879792786913535
random-0.4-2.csv,0.8873040883019874,0.8718487394957983,0.8701383563160627,0.11624639202038574
random-0.4-3.csv,0.9234793917567028,0.9033613445378151,0.9045410890257651,0.0813053519709867
random-0.4-4.csv,0.9002412328567791,0.8823529411764706,0.8814969634790055,0.10471005416214796
random-0.4-5.csv,0.889507848593983,0.8676470588235294,0.8619540394657794,0.12455877072750136
random-0.5-1.csv,0.917767106842737,0.907563025210084,0.9030805638846067,0.08278873027936103
random-0.5-2.csv,0.92572475960081,0.9096638655462185,0.9089170235487587,0.07686094621079126
random-0.5-3.csv,0.9372724089635854,0.9243697478991597,0.9242099239256926,0.06132875436281006
random-0.5-4.csv,0.9169676203814859,0.907563025210084,0.9053939348549686,0.08043916147020258
random-0.5-5.csv,0.9266298943819953,0.9138655462184874,0.9130169550337618,0.0726968621705463
random-0.6-1.csv,0.9544717887154862,0.9495798319327731,0.9478395271738925,0.037329413368194446
random-0.6-2.csv,0.9595313125250099,0.9558823529411765,0.9540479546008072,0.03102384127314886
random-0.6-3.csv,0.9438075230092036,0.930672268907563,0.929460010385616,0.05599651861261756
random-0.6-4.csv,0.9512746765372816,0.9453781512605042,0.9436533014015323,0.041581141962028355
random-0.6-5.csv,0.9441434907296252,0.9369747899159664,0.9355746950501028,0.049786156094205614
random-0.7-1.csv,0.9713410364145658,0.9705882352941176,0.9695289256522572,0.01530063596627069
random-0.7-2.csv,0.969297719087635,0.9705882352941176,0.9680136924110829,0.016839578404675322
random-0.7-3.csv,0.972391456582633,0.9747899159663865,0.9724384693148516,0.012345566015925954
random-0.7-4.csv,0.9747368644427468,0.9789915966386554,0.9756558149106346,0.00907787788592727
random-0.7-5.csv,0.9776110444177671,0.976890756302521,0.9763536192909258,0.008369154802672755
random-0.8-1.csv,0.9823879551820729,0.9831932773109243,0.9824384299174216,0.0021891337680810074
random-0.8-2.csv,0.9809173669467787,0.9810924369747899,0.9801124995452727,0.004551458498826831
random-0.8-3.csv,0.9796218487394959,0.9831932773109243,0.9809194890077243,0.0037318418897365727
random-0.8-4.csv,0.9789240696278512,0.9789915966386554,0.9781577899224958,0.006536753905174904
random-0.8-5.csv,0.9757878151260505,0.9747899159663865,0.974180471585316,0.01057630624194078
random-0.9-1.csv,0.9828781512605043,0.9852941176470589,0.9838685474189676,0.0007366388945335966
random-0.9-2.csv,0.982376283846872,0.9831932773109243,0.9824592938779789,0.002167943344413953
random-0.9-3.csv,0.9858193277310925,0.9852941176470589,0.9855275443510737,0.0
random-0.9-4.csv,0.9842436974789915,0.9852941176470589,0.984593837535014,0.0
random-0.9-5.csv,0.982563025210084,0.9852941176470589,0.9837737726669615,0.000832896608519809
