file,Within-Class Distance,Between-Class Distance,J Value
clean.csv,9382.436659168987,12038.571639586193,1.2830965000783137
dirty-mode-5.csv,12625.310426719265,8795.697872035917,0.6966718104151608
dirty-mode-10.csv,10370.913551444017,11050.094747311168,1.0654890422621046
dirty-mode-15.csv,13403.379776643596,8017.628522111581,0.598179612584201
dirty-mode-20.csv,11187.984543715918,10233.023755039267,0.914644073296201
dirty-mode-25.csv,11508.59069592961,9912.417602825579,0.8613059465509908
dirty-mode-30.csv,11994.068522553851,9426.939776201321,0.7859668100507132
dirty-mode-35.csv,15125.585452621312,6295.422846133864,0.41621019337422394
dirty-mode-40.csv,12880.112121089755,8540.896177665416,0.6631072848877337
dirty-mode-45.csv,13245.26315361452,8175.745145140673,0.617258037860092
dirty-mode-50.csv,13724.124457789887,7696.8838409652835,0.5608287701439847
dirty-mode-55.csv,14120.927757635247,7300.080541119922,0.5169689036311893
dirty-mode-60.csv,17311.66341654569,4109.344882209467,0.23737435180734537
dirty-mode-65.csv,17571.726822973244,3849.281475782035,0.2190610811653122
dirty-mode-70.csv,18134.798337109343,3286.2099616459486,0.181210173973722
dirty-mode-75.csv,18509.15584804903,2911.8524507062125,0.15731957062823793
dirty-mode-80.csv,19001.424605681124,2419.583693074083,0.1273369625323075
dirty-mode-85.csv,19545.781130070885,1875.2271686844529,0.09594025207820651
dirty-mode-90.csv,20057.53234692845,1363.4759518267078,0.0679782501776948
dirty-mode-95.csv,20692.088454789748,728.9198439655092,0.03522698279384075
dirty-knn-5.csv,12380.95637629196,9040.051922463223,0.7301578042689685
dirty-knn-10.csv,10356.855055662538,11064.153243092647,1.0682927571766487
dirty-knn-15.csv,13385.487107905443,8035.521190849739,0.6003159336729685
dirty-knn-20.csv,11347.949860650042,10073.058438105145,0.8876544716710735
dirty-knn-25.csv,11632.926319451124,9788.081979304063,0.8414118434617485
dirty-knn-30.csv,12143.12091531364,9277.887383441543,0.7640447170167957
dirty-knn-35.csv,15015.701487642047,6405.3068111131415,0.42657393105375213
dirty-knn-40.csv,12958.492197864703,8462.516100890487,0.6530478987582319
dirty-knn-45.csv,13489.887406008944,7931.12089274624,0.5879308443459207
dirty-knn-50.csv,13865.880361711137,7555.127937044051,0.5448718537848181
dirty-knn-55.csv,14177.105781676604,7243.902517078583,0.5109577814141067
