file,avg_distance,avg_imputed_distance,avg_ratio,std_distance,std_imputed_distance,std_ratio
dirty-mean-5.csv,0.27918750763096084,0.2823592575972124,1.0180365957064832,0.1023719424679138,0.10237198419388041,0.12319624420725073
dirty-median-5.csv,0.25842572503178496,0.2648321927524064,1.028133528485927,0.11256774204734125,0.12545731708889038,0.22871988499809712
dirty-mode-5.csv,0.24907416065931778,0.25571091717432054,1.0287529158494015,0.09868024783176843,0.11525913032614274,0.234181343740633
dirty-knn-5.csv,0.22906033402097842,0.22906216573558713,0.9999792458090565,0.08863508766267951,0.08869677426381341,0.003347032345017901
dirty-hdi-5.csv,0.3035767945345765,0.3035390780154289,0.9998448977132519,0.12569598190610096,0.12566547723014218,0.002990089911223857
dirty-mice-5.csv,0.28588977923278686,0.2859118085205298,1.000158772712552,0.09703849763540327,0.0969950927718726,0.003767620979791547
dirty-iim-5.csv,0.2512015418025077,0.251153742872424,0.9998077146564538,0.10276061889959487,0.10277833953864182,0.0025549507251584717
dirty-si-5.csv,0.2938699854392474,0.2940033859352285,1.000508799672083,0.14021982364313004,0.14031088995247712,0.008983423123156335
dirty-mfi-5.csv,0.24513728105317859,0.2585083068340783,1.0481247494673978,0.10921565166486011,0.13928914934193776,0.24425263127544564
dirty-missfi-5.csv,0.2792014011277491,0.27919591064958466,0.9999731887445794,0.10397717597068354,0.10398057023648168,0.0012146090688540663
dirty-xgbi-5.csv,0.2672888191373865,0.26725381127518877,0.9999359821731513,0.0954219710438134,0.09537693593779101,0.003368604976859514
dirty-gain-5.csv,0.27004735346503705,0.28628434586824664,1.0598878858056962,0.0879690354268106,0.11457953943118206,0.2490173494048175
dirty-midae-5.csv,0.3017262552650349,0.30137440539260196,0.9994426041250145,0.1244940206425718,0.1253352197945061,0.044926590255080945
dirty-mean-10.csv,0.26949413088542945,0.2807913397786157,1.0509783218976658,0.1333688351316639,0.14217570570916896,0.2096490621230721
dirty-median-10.csv,0.23785266740302524,0.26205264312237353,1.08165421216278,0.10696844898015856,0.17463088201588958,0.3172416350692654
dirty-mode-10.csv,0.2478373330957105,0.28241767838588394,1.120916531789474,0.09182194024876132,0.21749826820048104,0.5444423804843631
dirty-knn-10.csv,0.2661548675939997,0.2663694454923707,1.0016353622614114,0.10625358662870923,0.10525864699805099,0.023883212331445077
dirty-hdi-10.csv,0.23431737729019778,0.23452819685716633,1.0008523755352745,0.07887020952034338,0.07904222241567858,0.023422494812405183
dirty-mice-10.csv,0.27869766254096523,0.27974447911768846,1.0032190180841623,0.11188662824773572,0.11318272745219111,0.026630962821394107
dirty-iim-10.csv,0.2258773343182617,0.22576294204851297,1.0000451175088851,0.1286546702164086,0.12815906969586063,0.016476029315354093
dirty-si-10.csv,0.23097042379848517,0.2311684588273664,1.00106513369331,0.11884533199141126,0.11988190840530334,0.028233541668067325
dirty-mfi-10.csv,0.28200913857129,0.3188791528388905,1.1151015291763309,0.09617241835533481,0.2064674455562188,0.48821155977242453
dirty-missfi-10.csv,0.26604490736435854,0.26591416221677167,0.9999641669912888,0.13858330117367273,0.13788258996374672,0.019251944743135387
dirty-xgbi-10.csv,0.27904863868156,0.2791598667590814,1.001963643939215,0.11583386630115411,0.11472838065374939,0.028822664987090355
dirty-gain-10.csv,0.28168115853510894,0.34520157716759126,1.2340316768737616,0.10008170484119572,0.26398439751619307,0.8043299651612662
dirty-midae-10.csv,0.2630653998860796,0.2692006632295776,1.0272710669640237,0.13492610913587474,0.13890764882061288,0.14991668428568333
dirty-mean-15.csv,0.24631661935564267,0.261702797069217,1.0596153934448376,0.1262365810219812,0.1474691420161818,0.20092673727041896
dirty-median-15.csv,0.24442694814344032,0.2664989208352324,1.088825787303692,0.12717450768913474,0.17027039573866753,0.34303279283640903
