Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,4675.093369252433,0.7000085516118287,0.833628557967738
0.72,4423.988244658054,0.720003695569744,0.8475579289406308
0.74,4178.383232310864,0.7400054632241075,0.8610267205588188
0.76,3937.2783118022817,0.7600018527819815,0.8740407299424847
0.78,3699.373456601155,0.7800024522645075,0.886620167471929
0.8,3463.468642217188,0.800002066396724,0.8987755395037661
0.82,3228.063838037511,0.8200092433838715,0.9105256240468187
0.84,2991.759015490112,0.8400053123178052,0.9218732096076117
0.86,2752.354129676116,0.8600097533441392,0.9328429167054101
0.88,2507.549133655789,0.8800033051729076,0.9434375430830644
0.9,2253.643951917386,0.9000044023215292,0.9536800507553349
0.92,1985.5384803771506,0.9200070217751943,0.963580039038958
0.94,1694.7325455621542,0.9400075344693113,0.973148523238363
0.96,1364.6258086899732,0.9600088478520693,0.9823997267438668
0.98,952.4173962733933,0.9800078221987018,0.9913454405879177
