file_name,Max_Correlation,Min_Correlation,Avg_Correlation,file
,0.985123510621867,0.9551823219191328,0.972201736298882,dirty-knn-15.csv
,0.9895000476483293,0.9632474836489006,0.976387684067833,dirty-knn-20.csv
,0.9863659578214108,0.9588551535759625,0.9732041531522388,dirty-knn-25.csv
,0.9858591622236081,0.9586808595558859,0.973614982018662,dirty-knn-30.csv
,0.9896059933183531,0.9680346770410799,0.9800677766135195,dirty-knn-35.csv
,0.9843140358203841,0.9600743523819915,0.9738011509154539,dirty-knn-40.csv
,0.986321036868785,0.9647354231760348,0.9773998088908789,dirty-knn-45.csv
,0.9868783279419518,0.9622515552551226,0.9778213417667483,dirty-knn-50.csv
,0.9876967174184305,0.9691343821541636,0.9806625849412685,dirty-knn-55.csv
,0.9874725751668465,0.9634243797976324,0.977708064484054,dirty-knn-60.csv
,0.990679633082416,0.9744399897811086,0.9843433872911791,dirty-knn-65.csv
,0.9889513606145758,0.9737179576093056,0.9836046246908519,dirty-knn-70.csv
,0.9842544598345119,0.9724652465195615,0.9795525931167672,dirty-knn-75.csv
,0.9816996443343999,0.9686290309275715,0.9777173588717678,dirty-knn-80.csv
,0.9876851322495828,0.978556523781307,0.9838519314131112,dirty-knn-85.csv
,0.983988121876379,0.9731919237814309,0.9798679617914567,dirty-knn-90.csv
,0.9289823008087027,0.9173051079268506,0.9231084574605358,dirty-knn-95.csv
,0.9854614404911559,0.953848265295786,0.9706697026042536,dirty-hdi-5.csv
,0.985469734350867,0.9535772491985256,0.9711996080501687,dirty-hdi-10.csv
,0.9849350572588121,0.9550224284478933,0.9719314200665081,dirty-hdi-15.csv
,0.9893983124156879,0.9623790188751911,0.9758080981471375,dirty-hdi-20.csv
,0.9857966978002937,0.9569315487344195,0.9718800517119348,dirty-hdi-25.csv
,0.9865002394171509,0.9556715399401048,0.972151971290292,dirty-hdi-30.csv
,0.9888927926637328,0.9652674004943682,0.9779567202866796,dirty-hdi-35.csv
,0.9847739116278226,0.9579642315727082,0.9729106043595368,dirty-hdi-40.csv
,0.9871748825343307,0.9622182170107252,0.975971892102593,dirty-hdi-45.csv
,0.9859862327029849,0.9607907262864481,0.9770364049818195,dirty-hdi-50.csv
,0.988011594139411,0.9668687869036989,0.9793094749361617,dirty-hdi-55.csv
,0.9864747290156332,0.9607961775800238,0.9753868324975582,dirty-hdi-60.csv
,0.9901946772046161,0.9679751784380837,0.9809506108049717,dirty-hdi-65.csv
,0.9889277818548786,0.9685838423400775,0.9810738225109155,dirty-hdi-70.csv
,0.9871467720126121,0.9709831081428938,0.9807910134733675,dirty-hdi-75.csv
,0.9830891960569488,0.9662958858471148,0.9771351416008959,dirty-hdi-80.csv
,0.9867407237871194,0.977173413633542,0.9830823717994619,dirty-hdi-85.csv
,0.9858500250345594,0.9730251886656353,0.98247055901086,dirty-hdi-90.csv
,0.9686421061356718,0.9601201028514583,0.9649672430631391,dirty-hdi-95.csv
,0.9855575566878575,0.9536997126240985,0.970435665590258,dirty-mice-5.csv
,0.9861744215035027,0.9525984611334636,0.9708328062434705,dirty-mice-10.csv
,0.9851993151241824,0.9539811110556107,0.9711402472938895,dirty-mice-15.csv
,0.9881710929035084,0.9572229599271441,0.9733567513279373,dirty-mice-20.csv
,0.9853327863722311,0.9530815965337642,0.968922510437994,dirty-mice-25.csv
,0.9821213375435385,0.947672271401815,0.9670581201037824,dirty-mice-30.csv
,0.9892702384802358,0.9562779958720392,0.9731768307398527,dirty-mice-35.csv
,0.9817050537875783,0.9483587438872116,0.9666725669586259,dirty-mice-40.csv
,0.9865353352542444,0.9512315845701789,0.9683314686719467,dirty-mice-45.csv
,0.9865347749165048,0.948925061516425,0.9694117252479916,dirty-mice-50.csv
,0.9860282635925144,0.9513834378348762,0.969710104582127,dirty-mice-55.csv
,0.9825763961926675,0.945203607026718,0.9658272274881772,dirty-mice-60.csv
,0.9918797450014781,0.9579545567393672,0.9728982099046904,dirty-mice-65.csv
,0.9799713562292429,0.9517763801706765,0.9672872243589938,dirty-mice-70.csv
,0.9611876177888725,0.9347449148164656,0.9510547663672763,dirty-mice-75.csv
,0.9514109245965576,0.9235363053669164,0.9394044936615865,dirty-mice-80.csv
,0.9692633914383654,0.9381152521999633,0.9516395525990047,dirty-mice-85.csv
,0.9490084367041824,0.9177514090638128,0.930207759690945,dirty-mice-90.csv
,0.8814873600624537,0.8563754487727979,0.8674797797542781,dirty-mice-95.csv
,0.985492268599504,0.9521661992403541,0.9700463760665314,dirty-iim-5.csv
,0.9858741872949008,0.9528606033513388,0.9709370313465348,dirty-iim-10.csv
,0.9804549975515461,0.9495107266302251,0.9670342395128775,dirty-iim-15.csv
,0.988147905429736,0.9583050992485759,0.973039356748491,dirty-iim-20.csv
,0.9863742374726125,0.9548881093414131,0.9709995927806716,dirty-iim-25.csv
,0.9862964643254958,0.9550969706729739,0.9723668108305238,dirty-iim-30.csv
,0.9892084771512165,0.9575380071340619,0.9736933161741412,dirty-iim-35.csv
,0.9865936759642013,0.9569229252997082,0.972782371489735,dirty-iim-40.csv
,0.9845550616940055,0.9496712238577466,0.9695698496754787,dirty-iim-45.csv
,0.9874812983980354,0.9524322608114995,0.9728807245040516,dirty-iim-50.csv
,0.9868673664043814,0.9591142691434074,0.9752806871886529,dirty-iim-55.csv
,0.98647792861918,0.9559985533332229,0.9731045002644746,dirty-iim-60.csv
,0.987427173381209,0.9613764389748665,0.9750898339513986,dirty-iim-65.csv
,0.9878801008574059,0.9612168715998538,0.9749957303062147,dirty-iim-70.csv
,0.9835067724628952,0.9613043091733093,0.9753333786501031,dirty-iim-75.csv
,0.9858029419485538,0.9530534845695761,0.970969148136966,dirty-iim-80.csv
,0.9747508333798844,0.9511711185104789,0.9622222384229457,dirty-iim-85.csv
,0.9904681915060243,0.9665615656354896,0.979360966717465,dirty-iim-90.csv
,0.9857585918114142,0.959866524409516,0.9721642820463752,dirty-iim-95.csv
,0.9865476556134514,0.9529459190794679,0.9707717420391726,dirty-si-5.csv
,0.9867465628194834,0.9525037086176185,0.9705369355896366,dirty-si-10.csv
,0.9874892539170038,0.951733629112343,0.9697577508671633,dirty-si-15.csv
,0.9907333071851301,0.9613627790271105,0.9754094802209967,dirty-si-20.csv
,0.9883989976668239,0.954833608797211,0.9708563357007366,dirty-si-25.csv
,0.988678671235382,0.9548781352224125,0.9717613859246681,dirty-si-30.csv
,0.9933904114606061,0.9604860085614236,0.97628920740646,dirty-si-35.csv
,0.9899583913519535,0.9561341707173063,0.9724133016512475,dirty-si-40.csv
,0.9919214996258248,0.9585232019103622,0.9724819455128215,dirty-si-45.csv
,0.9935176990934378,0.9533464491768388,0.9719675116889824,dirty-si-50.csv
,0.9933121721102944,0.960189649043615,0.9768405142717957,dirty-si-55.csv
,0.9950512383330528,0.9565488375767571,0.9740055500773162,dirty-si-60.csv
,0.9984912455172358,0.9619295708341872,0.9766042531128446,dirty-si-65.csv
,0.9965173415186666,0.9626228420412024,0.9780243239860188,dirty-si-70.csv
,0.9953999362570201,0.9642548819527016,0.976187757810442,dirty-si-75.csv
,0.9963543824316524,0.9631689046334045,0.9779721780378245,dirty-si-80.csv
,0.9979605847772487,0.9648758706140755,0.9784778902881188,dirty-si-85.csv
,0.9990389278162681,0.9650372197355718,0.9784771292154862,dirty-si-90.csv
,0.999732770361632,0.964984344469357,0.9780555882929749,dirty-si-95.csv
,0.925640143751445,0.8992607280626612,0.9138519396966299,dirty-mfi-5.csv
,0.8988768542064213,0.867523765644356,0.8821581021813443,dirty-mfi-10.csv
,0.8757917562842191,0.8502602710705247,0.8656004320949308,dirty-mfi-15.csv
,0.7653341436290897,0.7496369017584863,0.7557392559208712,dirty-mfi-20.csv
,0.8004979142913337,0.7808984762963309,0.7914789269314154,dirty-mfi-25.csv
,0.7502694088298782,0.7213508144107361,0.734415656857643,dirty-mfi-30.csv
,0.5918700422837961,0.5516943117342278,0.5724769794330564,dirty-mfi-35.csv
,0.5698000908686517,0.5526769294359096,0.5606573497611606,dirty-mfi-40.csv
,0.6320377309457096,0.6022787790839434,0.6165352272836545,dirty-mfi-45.csv
,0.5478684737293655,0.5248932008042019,0.5365098194518291,dirty-mfi-50.csv
,0.49159684135837445,0.4678435535918832,0.47704500039431263,dirty-mfi-55.csv
,0.48660609233698193,0.449763543030697,0.47118375665519696,dirty-mfi-60.csv
,0.5690901936811678,0.5530955386667188,0.5627217906237877,dirty-mfi-65.csv
,0.3805700188716787,0.3481445298123018,0.36392385832812507,dirty-mfi-70.csv
,0.27945678353572795,0.2525080173290816,0.2705162229635691,dirty-mfi-75.csv
,0.25369759710679407,0.2339424240698331,0.24220649580415787,dirty-mfi-80.csv
,0.34979847488449284,0.3262947870030901,0.33694807747852906,dirty-mfi-85.csv
,0.23011117886570218,0.20636615530807828,0.21681265234010638,dirty-mfi-90.csv
,0.08572627438935211,0.06800896455551567,0.07848827016393745,dirty-mfi-95.csv
,0.9860976836278028,0.9535923208147503,0.9709287924995287,dirty-missfi-5.csv
,0.9858212972551289,0.9544044300353394,0.972027578283968,dirty-missfi-10.csv
,0.9861783596439851,0.9542839266794898,0.9717378051935427,dirty-missfi-15.csv
,0.9900480192569626,0.9621982753625401,0.9759833819107567,dirty-missfi-20.csv
,0.987098781060927,0.9571682813916307,0.9721148334709968,dirty-missfi-25.csv
,0.987419594305378,0.9568145568394275,0.97296696371746,dirty-missfi-30.csv
,0.9921165362949983,0.9642769299250932,0.9784579503307195,dirty-missfi-35.csv
,0.9870479892298188,0.9585965972368866,0.973464425590745,dirty-missfi-40.csv
,0.9893467608565321,0.9619849040809069,0.9758741858786394,dirty-missfi-45.csv
,0.9897763662853621,0.9588193408984721,0.9759499237741245,dirty-missfi-50.csv
,0.9904114346215156,0.9662227029359061,0.9797096919849057,dirty-missfi-55.csv
,0.9909110860595852,0.9599929611552116,0.9755424601319662,dirty-missfi-60.csv
,0.9971181900248566,0.9654629348186315,0.979017882970912,dirty-missfi-65.csv
,0.9939032027610919,0.9682771433316197,0.9810180445669698,dirty-missfi-70.csv
,0.9881829786502239,0.9714502512220536,0.98075793341656,dirty-missfi-75.csv
,0.988589492712709,0.9684339311047948,0.9798680137060006,dirty-missfi-80.csv
,0.9899776562181023,0.975767874572545,0.9840472935205709,dirty-missfi-85.csv
,0.9891457415175462,0.9740714224338798,0.9841570304233845,dirty-missfi-90.csv
,0.9684191314970677,0.9571321919575333,0.9627115271214715,dirty-missfi-95.csv
,0.9862887881809899,0.9527325762891743,0.9708416738361898,dirty-xgbi-5.csv
,0.9859389769335622,0.9542272357910118,0.9716022418489165,dirty-xgbi-10.csv
,0.9849709433456355,0.9547512422733831,0.9718715175562425,dirty-xgbi-15.csv
,0.989628948030325,0.9606235798808975,0.9750875400379619,dirty-xgbi-20.csv
,0.9870519618726574,0.9553022491822866,0.9715719270543083,dirty-xgbi-25.csv
,0.9868853029709949,0.9545420520250959,0.9716242982806148,dirty-xgbi-30.csv
,0.9915576155924817,0.9635494906947661,0.9772705572362902,dirty-xgbi-35.csv
,0.98194485414156,0.9520255000104005,0.9687059347947451,dirty-xgbi-40.csv
,0.9895323197385789,0.9583099186864171,0.9724772265180602,dirty-xgbi-45.csv
,0.9874870001287009,0.9574354157950561,0.9748366668842378,dirty-xgbi-50.csv
,0.987858375449067,0.9644193806539729,0.9780744050394778,dirty-xgbi-55.csv
,0.9901798170532246,0.9588889326805908,0.9749584424539111,dirty-xgbi-60.csv
,0.9962270259592294,0.9636378010735893,0.9783667493408407,dirty-xgbi-65.csv
,0.9918754370684375,0.9618833132738834,0.9774101437988414,dirty-xgbi-70.csv
,0.9896970822670729,0.9690676117859253,0.9788571965124663,dirty-xgbi-75.csv
,0.9876538206642386,0.9644652089831403,0.9772608106988564,dirty-xgbi-80.csv
,0.9901083263828547,0.973011325841994,0.9820835829430623,dirty-xgbi-85.csv
,0.9921719154170672,0.9626605344287992,0.9769726533604939,dirty-xgbi-90.csv
,0.974330492201596,0.9566298538637217,0.9642654285881657,dirty-xgbi-95.csv
,0.9342998479109687,0.9045098669363253,0.920772580215672,dirty-gain-5.csv
,0.8885238260544048,0.8539004997849159,0.8704689085400874,dirty-gain-10.csv
,0.8619879742942501,0.834523049008599,0.8511214327018537,dirty-gain-15.csv
,0.7789144499523941,0.7615055570380449,0.7688985095379546,dirty-gain-20.csv
,0.7903639046326261,0.7668262758540848,0.7778332586946458,dirty-gain-25.csv
,0.6988962841803666,0.6698289983041605,0.6845758328198144,dirty-gain-30.csv
,0.5976637842405501,0.5708350763406613,0.5863504425542494,dirty-gain-35.csv
,0.5478017936207161,0.5292090850320964,0.5381029042748475,dirty-gain-40.csv
,0.5843708872144879,0.5652654283754985,0.5738933147450309,dirty-gain-45.csv
,0.5276522140229832,0.5028656255276194,0.5166133259963989,dirty-gain-50.csv
,0.473888802432582,0.4594097994676041,0.46432277876844535,dirty-gain-55.csv
,0.42704579218140554,0.4009900214513083,0.41430663918771016,dirty-gain-60.csv
,0.41102719847154723,0.39775953631518524,0.40412419786981135,dirty-gain-65.csv
,0.2643026057918962,0.2520729547903311,0.2582377220191366,dirty-gain-70.csv
,0.238332507121554,0.22606778364730457,0.23223869747211434,dirty-gain-75.csv
,0.19735791546186368,0.17916909067005074,0.18634083870567064,dirty-gain-80.csv
,0.17314326333897204,0.15492598602112634,0.1638934095841897,dirty-gain-85.csv
,0.0597193045639352,0.0429251031668407,0.05139339995023857,dirty-gain-90.csv
,0.07079396405823195,0.054470097036903815,0.06363808796498184,dirty-gain-95.csv
,0.9761956127516818,0.9470849746851457,0.9622673871431069,dirty-midae-5.csv
,0.9745807826351909,0.943899016839808,0.960323463894711,dirty-midae-10.csv
,0.9677110977770005,0.9399621667441372,0.9564296875890761,dirty-midae-15.csv
,0.9542016126309522,0.9316518013165571,0.9415849348006747,dirty-midae-20.csv
,0.9604547634028613,0.9378138677543832,0.9500058074071785,dirty-midae-25.csv
,0.947645205764325,0.9197713006693599,0.9337410306356283,dirty-midae-30.csv
,0.9154414400102697,0.8813904071459525,0.8993747326014259,dirty-midae-35.csv
,0.895031648148203,0.8744617142379087,0.8859653891770002,dirty-midae-40.csv
,0.9251997643024464,0.9011366480543875,0.9141558618031143,dirty-midae-45.csv
,0.9011066046877185,0.8763082340027599,0.8903669334382424,dirty-midae-50.csv
,0.8734352171027763,0.8532918890057412,0.8619840482111627,dirty-midae-55.csv
,0.8662408152792043,0.8348136411498814,0.8546920207270846,dirty-midae-60.csv
,0.9138764680728201,0.9020034827018112,0.9077330946037193,dirty-midae-65.csv
,0.8358342346434707,0.8097054396036534,0.823239569915405,dirty-midae-70.csv
,0.7038362237727143,0.6786234479189609,0.6963775777284181,dirty-midae-75.csv
,0.722467050906101,0.7020164175869446,0.7124134861611157,dirty-midae-80.csv
,0.7260083800354594,0.7045354216171943,0.7157789654092861,dirty-midae-85.csv
,0.6033047921000299,0.5811986288557396,0.5929900408192723,dirty-midae-90.csv
,0.29372013484876425,0.28345886932830183,0.29099251456661746,dirty-midae-95.csv
