file,MSE_Trend,RMSE_Trend,MAE_Trend,Corr_Trend,Max_Abs_Error_Trend,MSE_Seasonal,RMSE_Seasonal,MAE_Seasonal,Corr_Seasonal,Max_Abs_Error_Seasonal,MSE_Residuals,RMSE_Residuals,MAE_Residuals,Corr_Residuals,Max_Abs_Error_Residuals
clean,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
dirty-trend_mean-50.csv,258075.90020791226,508.0117126680371,410.0539826542072,0.9776853004708977,1900.4296076720311,74202.72635154861,272.40177376725836,222.36557605998524,0.5419006123317278,439.32849361238937,4555276.950848433,2134.30947869526,1407.89627253272,0.7640545839339019,12950.148196716278
dirty-trend_mean-70.csv,235138.60240800938,484.9109221372616,399.72882239558635,0.9742624852541749,1682.8901801910924,43273.97180125086,208.02396929500904,175.81771242640534,0.7627687568141054,372.4771414684677,7101618.175667512,2664.886146848963,1832.2126245567338,0.5926161720805482,16345.341497549425
dirty-trend_mean-90.csv,210582.72307395047,458.8929320374748,366.3445643869625,0.9726928967033677,1389.2579271479408,82089.77357186213,286.51312984200587,223.2862755334202,0.4541906229579593,532.6705720293601,9865061.394639622,3140.8695284331093,2360.5160895807167,0.3193800854733197,14011.94732322424
dirty-trend_median-50.csv,297344.77230330836,545.2932901689773,417.86287645776883,0.9768526638934694,2167.459896393055,71486.45484585715,267.3695099405636,221.01951499605795,0.5610694455795013,427.32990463102396,4533179.776940095,2129.1265291053264,1379.5472511124187,0.7654564959655438,13146.914916836178
dirty-trend_median-70.csv,229503.39429675305,479.06512531883703,374.2325041340952,0.9722768747256676,1951.3525666728365,41767.38901744203,204.3707146766435,176.2346731332274,0.7723370221466326,357.11027521424825,7086383.742976953,2662.0262476123244,1812.2831790161365,0.5938326090734141,16360.50136695603
dirty-trend_median-90.csv,189634.874824669,435.4708656439246,342.5400588106006,0.9724937702544281,1357.26973453354,82726.08453666649,287.6214257260166,225.71903033580003,0.44735403694952147,538.1920211544418,9871052.364789225,3141.823095718348,2356.1415923767995,0.31883473509376725,14084.00815347028
dirty-trend_mode-50.csv,994795.063848635,997.3941366624505,854.9502363442562,0.9721167335151443,2743.019097781944,75220.88504176981,274.26426132795683,223.44591054212972,0.5425866722602072,468.3328167025174,5200328.43462891,2280.422863117477,1570.2678344157257,0.7320390227720822,13571.027465395931
dirty-trend_mode-70.csv,559769.4023723141,748.1773869693698,603.2895487211969,0.965922187822243,2415.3673422544325,41395.42780977678,203.4586636390222,181.51645746439777,0.7760722506621304,351.51257219141723,7285674.447669564,2699.1988529320256,1871.738503677889,0.5802049545593522,16386.703932956945
dirty-trend_mode-90.csv,189023.9375860856,434.76883235356877,341.30253270952284,0.9723739201480289,1375.2833331585407,82809.73563134573,287.76680773040124,226.01036766534295,0.4464489594312362,538.8532485998608,9872574.89461846,3142.06538675096,2355.830281937608,0.31868829716492925,14092.63788048921
dirty-trend_mfi-50.csv,1252380.563652309,1119.0981027829102,986.5421271722587,0.9703435132910605,2865.186325761184,79163.47210985083,281.36004000186455,231.0897506999282,0.5210465100549487,491.8207664922108,5444537.227638387,2333.353215361615,1638.9448801964263,0.721748803386268,13974.634244484061
dirty-trend_mfi-70.csv,868285.6448941152,931.8184613400376,791.1447185537944,0.961468254302668,2618.658516383007,44756.24043477612,211.55670737364042,193.77091689268704,0.7600021586968884,363.48273298966797,7482206.718716912,2735.362264621802,1933.8314834063012,0.5680154532689288,16645.66295616854
dirty-trend_mfi-90.csv,299400.4961800839,547.1750142139934,434.94406007123706,0.9632019721181618,1802.7166390683797,81835.9694010941,286.0698680411729,228.69896227606867,0.4571122367436568,552.6610438867882,9964244.708282769,3156.619189620878,2376.3468584290094,0.3105877390532883,14570.98738305168
dirty-trend_gain-50.csv,411209.8553894585,641.2564661580095,500.8886809744278,0.9428842650173671,2083.22027980625,162688.15188552317,403.34619359245625,309.11139775626145,0.10989681680363636,905.8640110088759,10501529.885328759,3240.6064070369234,2008.6264632509924,0.5476795848746243,22374.51479008648
dirty-trend_gain-70.csv,441877.7825542812,664.7388829866064,537.6781514992767,0.9444251798829492,2303.689749807866,104252.00574036819,322.8807918417697,219.87303648573297,0.5677686454549209,758.4149850557975,15771320.880652899,3971.3122366105763,2673.1602157656775,0.3120799590354157,17364.77636995681
dirty-trend_gain-90.csv,407993.6193105477,638.7437822089133,504.6795297818525,0.9396471025831585,2233.1921755301,245736.16452212358,495.7178275209835,383.7029319269893,-0.005907192499359907,1124.2775916997334,24412523.20872759,4940.903076232886,3588.9807399024644,0.09731419443142389,22166.51566945814
dirty-trend_midae-50.csv,157707.31441260412,397.123802374781,307.2118794787456,0.9878447365499734,1509.8437488643003,43370.64914983039,208.2562103511691,167.2836447693282,0.7725035183216944,351.2601676092416,2582331.544510566,1606.9634546281898,1050.1411918025472,0.8785107471540851,9897.743631629592
dirty-trend_midae-70.csv,177901.8124605062,421.78408274910777,344.7518891483089,0.978765621747532,1475.7704794614638,32381.538471839645,179.948710670123,152.0446375375794,0.8299939600964358,314.6838705860856,5539510.916555681,2353.6165610727,1614.661633507333,0.7098555229910233,14527.57519675745
dirty-trend_midae-90.csv,183477.87939762126,428.34317946901086,340.7790884789034,0.9758289689161126,1320.3072336213954,71954.83894177956,268.2439914364897,209.96022221100455,0.5611078719096555,502.9182363675477,8564398.318453308,2926.4993282851283,2191.1346383154596,0.4760232679428596,13357.445996760589
