Model,MSE_Trend,RMSE_Trend,MAE_Trend,Corr_Trend,Max_Abs_Error_Trend,MSE_Seasonal,RMSE_Seasonal,MAE_Seasonal,Corr_Seasonal,Max_Abs_Error_Seasonal,MSE_Residuals,RMSE_Residuals,MAE_Residuals,Corr_Residuals,Max_Abs_Error_Residuals
clean,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
dirty-residual_mean-50.csv,404068.65458449617,635.6639478407566,413.55627834599835,0.9637699447025339,3095.8564590172655,28069.406732055402,167.53926922383124,121.83491306162547,0.864683737172735,357.2116465153898,394436.35084905825,628.0416792292198,435.0627982035162,0.9828317392360513,3631.3672299380987
dirty-residual_mean-70.csv,955212.532345727,977.3497492431903,735.7032357627311,0.9161328213386951,3903.7553024980643,41197.51233163663,202.97170327815803,175.39950817310606,0.7757003652979652,350.40128801175,740425.7983400073,860.4799813708668,591.1280701978237,0.9679917338068484,9214.57333051684
dirty-residual_mean-90.csv,2023659.9375987398,1422.5540192199169,1155.8365432179412,0.728467090972136,4544.0179935010765,84562.15135047218,290.79572099752806,217.26807075394984,0.42710050252609266,688.4654564963112,710107.7412960363,842.6789075893832,569.5107800818572,0.9714164964198608,9591.283111132449
dirty-residual_median-50.csv,674557.7965738894,821.3146757326874,522.0084028420981,0.9501995124082546,3800.8941220646902,33359.21039164395,182.6450393294161,130.05901528019456,0.8455717130520936,426.98108244636387,543187.9769654735,737.0128743553083,511.47252381286665,0.9763623281511041,3793.535663031491
dirty-residual_median-70.csv,1270778.2194268596,1127.2879931174907,794.0397054882077,0.9049092947407371,4715.328666183171,45664.861321648285,213.69338155789544,187.46638457334058,0.7496711159626575,320.4952277496462,845661.2319214523,919.5984079593942,623.8697136587413,0.9635258613746415,9406.324357851563
dirty-residual_median-90.csv,2688723.7004305534,1639.732813732333,1225.5549793248738,0.7095333962958276,5860.561782161493,82409.58565253312,287.0706980040511,230.5504215394127,0.47123729262906455,536.869187445915,777399.0705660842,881.7023707386094,584.2695273798204,0.9689314233520012,9708.794340131572
dirty-residual_mfi-50.csv,2237264.6750226263,1495.7488676320722,1208.0843390419925,0.8843953054728312,5327.724901009216,64494.56725368373,253.95780604991006,174.17992556315764,0.7628751992563779,554.6114611058732,1548506.1356099357,1244.3898647971766,1032.968074993027,0.9357195459543588,5353.597053571857
dirty-residual_mfi-70.csv,6533426.629709875,2556.0568518148957,2263.402034762095,0.7626579051801713,7352.3921303125135,119136.74130375842,345.161905927868,284.05402085588037,0.5164196032858558,642.9422899579157,2490144.3206081847,1578.019112877973,1251.1315805533784,0.9015036747476458,10063.555891855825
dirty-residual_mfi-90.csv,17233458.476391565,4151.320088404599,3875.747217131866,0.5793744111190411,9399.36620666819,142406.4230179998,377.3677556681278,304.99848013431097,0.4558966814032933,795.2202653028949,2008363.0039264755,1417.1672462791664,911.1210115282697,0.9251513476266665,10059.218987506942
dirty-residual_gan-50.csv,563855.1465303934,750.9028875496441,482.4578635983672,0.923988168446523,3524.647195750218,48509.56933953728,220.2488804501337,171.80139669831652,0.7745926528445528,409.20918875237476,549203.4024590501,741.0825881499646,525.6521803669916,0.9763854481233819,3774.7943228282666
dirty-residual_gan-70.csv,1897961.2754543498,1377.665153603861,1056.749840479505,0.7470402967003777,5178.34231579714,119974.84137031119,346.37384625619643,251.1534698236217,0.5339682581432432,822.3127908254355,1140993.46510646,1068.172956550792,801.4654969371434,0.9518493190707711,9578.445091298778
dirty-residual_gan-90.csv,2733302.703176048,1653.2703055387065,1338.5804590424832,0.5116552007774966,4091.7735163038014,237665.9515016046,487.50995015651176,368.0108740891995,0.08001000644116506,1171.8007642048974,980877.1469945675,990.3924207073514,715.9440217218975,0.9609285364996569,8764.251597734934
dirty-residual_midae-50.csv,307727.6728550039,554.7320730361675,342.42783279668373,0.9776455898288057,2695.9023729407145,21635.607344176307,147.09047332909194,108.3751489503115,0.8950622073662422,327.3636302738971,327666.86490346305,572.4219290903022,385.2603839747718,0.9857035409801763,3455.43144106411
dirty-residual_midae-70.csv,782871.3897353982,884.8001976352617,647.6928251763836,0.941038929338094,3728.4374295365124,32883.457511413035,181.337964892664,157.41871935433096,0.8266260566599862,284.6567002607283,670012.4565582509,818.5428862058792,545.8778291390236,0.9709643283749806,9313.527960184434
dirty-residual_midae-90.csv,1551144.0311283115,1245.4493290087364,993.4249664415004,0.8303527907886009,4423.98150733695,63896.572495970504,252.77771360618505,192.71858728491094,0.6425374106500816,575.2882229615367,649023.1473083852,805.6197287234128,533.7529719970552,0.9737731217002569,9607.431364730255
dirty-trend_mean-50.csv,292385.69672627054,540.7270075798606,409.513132805216,0.976945611901999,1977.0817446134079,45307.07216387075,212.85457985176345,174.50533088338148,0.7498920104275657,497.54875371122773,5958829.7425453635,2441.071433314757,1516.6633189960792,0.6753442187618118,18070.25325790742
dirty-trend_mean-70.csv,360097.6464308512,600.0813665086188,452.57344694368163,0.9679319404551318,2863.872622351312,65576.64506578812,256.0793725894144,229.78634936818779,0.6069694794813026,413.0003822648981,8042740.816150732,2835.9726402331057,1959.5197501907599,0.5151662121766487,17194.567639546713
dirty-trend_mean-90.csv,196260.24323480588,443.01268969952304,353.9908976294006,0.9740643567291732,2023.1731731969767,90270.09940245378,300.44982842806513,241.58724987450486,0.38856934932558984,636.3506679252857,9867575.18361815,3141.2696769965723,2331.5150960004644,0.3208510421761938,14364.787559153248
dirty-trend_median-50.csv,436464.24694792856,660.6544081045162,497.09972825514717,0.976899989248969,2258.7935156385047,49597.00753915921,222.7038561389524,183.22964533931292,0.7253966479821767,519.3462575170049,6108068.065436957,2471.450599432843,1541.437516863621,0.6658700943744125,18182.025034993854
dirty-trend_median-70.csv,443055.4323907671,665.6240924055912,492.2850347311788,0.9666004866854376,3080.352857341799,67223.64860306033,259.27523715746617,231.71620012675135,0.5920574480799795,424.0773692876521,8098756.544529289,2845.831432908367,1964.3646076788832,0.5104058190559089,17168.0327559138
