File Name,Precision,Recall,F1 Score,PG
clean.csv,0.9810526315789474,0.99,0.9852777777777777,0.0
random-0.1-1.csv,0.7913232323232323,0.71,0.7109386943465892,0.27843831416754405
random-0.1-2.csv,0.7505548340548341,0.725,0.7204699466312318,0.2687646439604075
random-0.1-3.csv,0.7997405445431762,0.75,0.7518979193321299,0.23686706805873473
random-0.1-4.csv,0.8002743506493506,0.76,0.7621807768255137,0.22643056200398945
random-0.1-5.csv,0.7300970418470419,0.665,0.6742572414797479,0.3156678688110819
random-0.2-1.csv,0.8279742063492064,0.795,0.7934329689488357,0.19471139322926165
random-0.2-2.csv,0.8489761904761904,0.785,0.795576209652061,0.19253612778477028
random-0.2-3.csv,0.8637700216450217,0.815,0.8218364494123008,0.16588350214708678
random-0.2-4.csv,0.8319244227994228,0.8,0.798211902831468,0.18986105153840283
random-0.2-5.csv,0.8012922077922079,0.765,0.7660819358659917,0.2224711110466393
random-0.3-1.csv,0.8131150793650793,0.785,0.7848305673085085,0.2034423337156383
random-0.3-2.csv,0.814720147907648,0.765,0.7697163742690059,0.21878236612111043
random-0.3-3.csv,0.866765873015873,0.82,0.8229426406926404,0.16476078193022106
random-0.3-4.csv,0.8541850649350649,0.825,0.8228738336294283,0.16483061712265512
random-0.3-5.csv,0.8706904761904761,0.845,0.844932511932512,0.1424423335333963
random-0.4-1.csv,0.9181507936507937,0.905,0.9037722157827298,0.08272343478493724
random-0.4-2.csv,0.8926924603174604,0.875,0.8730754050301264,0.11387892356682966
random-0.4-3.csv,0.8898968253968254,0.875,0.8736186313686315,0.11332758022918703
random-0.4-4.csv,0.8935512820512821,0.87,0.8692323953823954,0.1177793562513043
random-0.4-5.csv,0.8770555555555555,0.855,0.8537355602343994,0.13350774828197398
random-0.5-1.csv,0.8729067460317459,0.87,0.8589260023602128,0.128239749507537
random-0.5-2.csv,0.9343412698412699,0.925,0.9241935396512223,0.061996971315364933
random-0.5-3.csv,0.9169420995670996,0.895,0.887864844993328,0.09886849676459517
random-0.5-4.csv,0.9211825396825397,0.915,0.9096837351245246,0.0767235843111675
random-0.5-5.csv,0.9131525974025974,0.9,0.9000181127034675,0.08653363244079972
random-0.6-1.csv,0.9361984126984128,0.93,0.9273031008846226,0.0588409463815501
random-0.6-2.csv,0.9420119047619047,0.94,0.9322088201653416,0.053861924839236
random-0.6-3.csv,0.9444404761904762,0.945,0.9410938710412392,0.044844111714558384
random-0.6-4.csv,0.9546073232323232,0.955,0.9509338728903947,0.03485707854372116
random-0.6-5.csv,0.9587916666666666,0.95,0.9501689017504233,0.035633480039040225
random-0.7-1.csv,0.9650277777777777,0.97,0.9653719730561835,0.020203241330064597
random-0.7-2.csv,0.955,0.955,0.953197942154464,0.03255917909329841
random-0.7-3.csv,0.9635119047619048,0.97,0.9654134754134753,0.020161118836055408
random-0.7-4.csv,0.9770833333333333,0.985,0.980451910408432,0.004897976467337
random-0.7-5.csv,0.9717142857142858,0.97,0.9680303030303031,0.01750519004536466
random-0.8-1.csv,0.9852777777777777,0.99,0.9875714285714285,0.0
random-0.8-2.csv,0.9833333333333333,0.99,0.9860606060606061,0.0
random-0.8-3.csv,0.9777083333333333,0.985,0.9806753246753246,0.004671223898740116
random-0.8-4.csv,0.9737083333333334,0.98,0.9756423865989083,0.009779365166035999
random-0.8-5.csv,0.9774679487179487,0.985,0.9806086580086579,0.004738886712385442
random-0.9-1.csv,0.9813392857142857,0.99,0.9853589743589743,0.0
random-0.9-2.csv,0.9775476190476191,0.985,0.9804195804195804,0.004930789537499332
random-0.9-3.csv,0.977051282051282,0.985,0.9803622377622376,0.0049889890205650515
random-0.9-4.csv,0.981875,0.99,0.9855238095238096,0.0
random-0.9-5.csv,0.9822222222222223,0.99,0.985625,0.0
