Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,513.6707622358741,0.7000068574973815,0.9968784010850612
0.72,485.4900649668832,0.7200098067965999,0.997210831770838
0.74,458.0091366971223,0.7400066580308875,0.9975171269752919
0.76,431.0780269267564,0.7600099768557725,0.9978001295869734
0.78,404.5767752559175,0.780008362515787,0.9980619982575851
0.8,378.3554311847706,0.8000070716631307,0.9983048513086653
0.82,352.2540475134917,0.8200086228259401,0.9985305167255797
0.84,326.1026803422678,0.8400055816318795,0.9987405069929663
0.86,299.6714055713519,0.8600080868721688,0.9989363429042998
0.88,272.70030900103,0.8800036037309683,0.9991191627402553
0.9,244.7895226317421,0.9000084913878692,0.9992902390574125
0.92,215.3992246640822,0.9200085665694168,0.9994504542497183
0.94,183.59972199907332,0.9400092618901322,0.999600761105122
0.96,147.61160203867345,0.9600086325567622,0.9997419637880152
0.98,102.82638608795362,0.9800069922635694,0.9998748128510616
