File Name,RMSE,MAE,PG(RMSE),PG(MAE)
clean.csv,0.6650365943998022,0.47845756954265833,0.0,0.0
dirty-5.csv,1.3372361493013794,1.1656018705524525,1.0107707764686837,1.4361655970175424
dirty-10.csv,0.940756187991903,0.71047420632819,0.41459311549755934,0.48492625376856024
dirty-15.csv,1.3455529977222325,1.0700084326252781,1.023276627260788,1.2363705806725216
dirty-20.csv,1.796192271837177,1.4760588322606183,1.7008923824082893,2.0850360120157236
dirty-25.csv,2.4880847268472155,2.0867089237715115,2.7412749129883904,3.361324925355716
dirty-30.csv,2.5460029652308154,2.1193422627887255,2.8283652157947663,3.429530218979573
dirty-35.csv,2.6024906327905715,2.0735350517324624,2.913304402653704,3.333790880797404
dirty-40.csv,3.4034052804589177,2.8466686815131834,4.1176210589291,4.949678430700175
dirty-45.csv,3.3281083336058663,2.6520849313517765,4.004398797948096,4.542988762591459
dirty-50.csv,3.6413033299499706,2.943405286016853,4.47534280160366,5.151862721767274
dirty-55.csv,4.001876746808297,3.2081208435278983,5.017528630014721,5.705131338175784
dirty-60.csv,4.119600633674004,3.3690085506361607,5.1945472901261285,6.04139460863057
dirty-65.csv,4.5290186223739335,3.601878600891536,5.810179560812572,6.5281045387879475
dirty-70.csv,4.677191159635899,3.731122868638054,6.032983145622355,6.798231454890577
dirty-75.csv,5.1561761918491005,4.167017273021433,6.753221755417185,7.709272333186298
dirty-80.csv,5.378904113954297,4.408813193511762,7.088132531727485,8.214637773890795
dirty-85.csv,5.9286309184877615,4.964830609121566,7.914743892910692,9.376741690736093
dirty-90.csv,6.564626067648999,5.641830490132116,8.871074949753098,10.791704947891104
dirty-95.csv,6.649937014368167,5.710649094875119,8.999355028530058,10.935539237750463
dirty-mean-5.csv,0.9409461184389154,0.6937127277625412,0.41487870947631456,0.44989393401307903
dirty-mean-10.csv,1.376721617829547,1.005751490157876,1.070144153604123,1.1020703907333733
dirty-mean-15.csv,1.854758965307038,1.4015364691532368,1.7889577519880153,1.9292805848863859
dirty-mean-20.csv,2.471277500087174,1.9396929584790208,2.7160022785174855,3.0540542818313208
dirty-mean-25.csv,3.0195125097453763,2.4156354125400124,3.5403704625765697,4.048797565997416
dirty-mean-30.csv,3.5920104528039047,2.8746723410112294,4.401222253108803,5.00820746499848
dirty-mean-35.csv,3.800286623205651,3.0370278864123232,4.714402267796139,5.347538590131027
dirty-mean-40.csv,4.306856784747162,3.4909806918326454,5.476119992515773,6.29632242033407
dirty-mean-45.csv,4.444864991944521,3.618109917779912,5.683639711519976,6.5620287943993505
dirty-mean-50.csv,4.525318971168857,3.6737650333979155,5.804616481673422,6.678350740504628
dirty-mean-55.csv,4.957892459815697,4.092838687217032,6.455067137005012,7.554235417634295
dirty-mean-60.csv,5.313043496289101,4.42285223570268,6.989099458630755,8.243980066885214
dirty-mean-65.csv,5.2828203866770735,4.394892878523737,6.943653674343796,8.18554362662643
dirty-mean-70.csv,5.467561842534887,4.574280174246881,7.2214450882501895,8.560471952861532
dirty-mean-75.csv,5.734304521981455,4.833773464517942,7.622539827536385,9.10282577227984
dirty-mean-80.csv,6.098821979583115,5.187700770434442,8.170656217929364,9.842551358092615
dirty-mean-85.csv,6.327179284054372,5.414808850292499,8.514031765071023,10.31721848495016
dirty-mean-90.csv,6.291708823389598,5.374146660865095,8.460695661519027,10.23223249660793
dirty-mean-95.csv,6.956551224554891,6.066977877955133,9.46040365768624,11.680284029688057
dirty-median-5.csv,0.9307256709973583,0.672616659966302,0.39951046128121914,0.40580210823967927
dirty-median-10.csv,1.3283132076959734,1.0017162843417644,0.9973535575057799,1.0936366108686957
dirty-median-15.csv,1.7462264555558604,1.2545997436869287,1.625759951047259,1.6221755565204223
dirty-median-20.csv,2.1095339346300856,1.587671915135911,2.172056924978613,2.3183128791410152
dirty-median-25.csv,2.4678180898307187,1.875610116718716,2.710800444083732,2.9201179709865377
dirty-median-30.csv,3.2925599711424165,2.603627179001292,3.9509455552802515,4.441709661924698
dirty-median-35.csv,3.3235206310373155,2.5669866288253775,3.997500376707546,4.365129098655654
dirty-median-40.csv,3.705423866179131,2.943953278271056,4.571759354871725,5.153008052699601
dirty-median-45.csv,3.8976534634458635,3.0993178320209482,4.860810512184685,5.477727659285405
dirty-median-50.csv,4.071461142471554,3.2813733049834024,5.122161061145908,5.858232608003167
dirty-median-55.csv,4.382081493288519,3.552692004861947,5.58923363043407,6.425302118760179
dirty-median-60.csv,4.723520477081088,3.8571832793872294,6.102647458586969,7.061703952294416
dirty-median-65.csv,4.63857374779314,3.783707235899324,5.974915045057737,6.90813538495387
dirty-median-70.csv,4.851687303063073,3.9656376348312343,6.295368922430107,7.288378922757675
dirty-median-75.csv,5.075563324871326,4.192335337839797,6.632006069458537,7.762188341689548
dirty-median-80.csv,5.443432732768098,4.536024325142275,7.1851627092503305,8.480515334887711
dirty-median-85.csv,5.665336811836944,4.744754556253361,7.518834692021618,8.916771848313978
dirty-median-90.csv,5.678930321298926,4.755550205753198,7.539274934823971,8.939335290063172
