Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,3052.270522705227,0.7000083586155474,0.42134284984824305
0.72,2891.168911689117,0.7200045152966945,0.42240407510911054
0.74,2733.317333173332,0.7400036157274236,0.42340615872396203
0.76,2577.9657796577967,0.7600096855679945,0.4243552329768749
0.78,2424.464244642447,0.7800099360748941,0.42525619819142596
0.8,2271.9627196271963,0.800009975242407,0.4261144858184017
0.82,2119.5611956119565,0.8200097069652147,0.4269350124627039
0.84,1966.209662096621,0.8400090629705503,0.4277225955030035
0.86,1810.608106081061,0.8600098552785416,0.4284822015449041
0.88,1651.1565115651156,0.8800042210396432,0.4292187815256275
0.9,1485.4548545485454,0.9000056308855231,0.4299388561525848
0.92,1310.1531015310154,0.9200052980526056,0.4306497444632822
0.94,1119.551195511955,0.9400066949488205,0.431362660487527
0.96,1000.0,0.9514328259845856,0.43177763758150467
0.98,1000.0,0.9514328259845856,0.43177763758150467
