file,RMSE,MSE,MAE
dirty-mean-5.csv,1101.55458399577,1213422.5015220938,197.47696811045284
dirty-mean-10.csv,1214.2917349583338,1474504.4175881203,339.44036097682556
dirty-mean-15.csv,1785.140895662849,3186728.017367959,524.3251304496159
dirty-mean-20.csv,2015.4058922030065,4061860.9103265963,706.8217312687428
dirty-mean-25.csv,2004.9419991827692,4019792.420086999,843.7136390900421
dirty-mean-30.csv,2112.3309866591344,4461942.197200352,952.6098662304142
dirty-mean-35.csv,2454.8601313441827,6026338.264463179,1196.1202061969925
dirty-mean-40.csv,2675.702013263755,7159381.263783712,1407.88558040468
dirty-mean-45.csv,2992.244411640917,8953526.618996296,1621.5525982162092
dirty-mean-50.csv,3070.225037393339,9426281.780236928,1766.9786419187283
dirty-mean-55.csv,3286.8642210770067,10803476.407796158,1957.3806830892934
dirty-mean-60.csv,3447.631868892155,11886165.503400816,2144.25426182595
dirty-mean-65.csv,3378.781643476573,11416165.394294254,2244.4766156213004
dirty-mean-70.csv,3571.110192874659,12752828.009653283,2419.715273620887
dirty-mean-75.csv,3677.7647644467706,13525953.66260621,2606.641620037148
dirty-mean-80.csv,3906.7089376962235,15262374.723875554,2802.81949354502
dirty-mean-85.csv,3970.9871726691113,15768739.125502624,2953.6242390602997
dirty-mean-90.csv,4140.631414728131,17144828.51263348,3148.5549568691
dirty-mean-95.csv,4184.250168139644,17507949.469576642,3313.6569914597
dirty-median-5.csv,1137.2188361876447,1293266.681379981,202.131045209
dirty-median-10.csv,1221.7935034871716,1492779.3651634573,332.725903584
dirty-median-15.csv,1801.7300024784406,3246231.0018309616,519.079740355
dirty-median-20.csv,2015.3695078420362,4061714.253139451,690.006677486
dirty-median-25.csv,1988.049406106701,3952340.441121207,826.1004763509999
dirty-median-30.csv,2118.953222848219,4489962.760618854,941.2507414147001
dirty-median-35.csv,2474.0404229731494,6120876.014505159,1182.0371682636999
dirty-median-40.csv,2745.3704522973394,7537058.9203472985,1410.9340068167
dirty-median-45.csv,3006.7921522374513,9040799.046756724,1601.850381062
dirty-median-50.csv,3084.705624502171,9515408.789835328,1743.1154402920001
dirty-median-55.csv,3312.9668729633554,10975749.501352593,1939.280340273
dirty-median-60.csv,3460.5488698820072,11975398.480841639,2126.0659906367
dirty-median-65.csv,3409.56644157849,11625143.319538208,2220.6127721597004
dirty-median-70.csv,3760.4368933265455,14140885.6286914,2453.1051604007002
dirty-median-75.csv,3677.4960525697015,13523977.216665737,2569.3562707109995
dirty-median-80.csv,4043.9463628315634,16353502.185458632,2819.4568808807
dirty-median-85.csv,3984.7270914178043,15878049.993078994,2928.8688503547
dirty-median-90.csv,4200.334469676696,17642809.65715421,3144.3992131597006
dirty-median-95.csv,4261.672123311379,18161849.286609318,3282.2561045896996
dirty-mode-5.csv,1585.5032899970718,2513820.6825915384,258.737317342
dirty-mode-10.csv,1833.9958166117228,3363540.6553493002,437.728252516
dirty-mode-15.csv,2472.830330897479,6114889.845406535,666.501293335
dirty-mode-20.csv,2777.7870675383556,7716100.992583336,863.8203823939999
dirty-mode-25.csv,2858.3320129540084,8170061.8962777145,1033.978317799
dirty-mode-30.csv,2244.9137665678695,5039637.819325939,1018.8171348766999
dirty-mode-35.csv,3586.648172005438,12864045.10974995,1559.5265404317001
dirty-mode-40.csv,3960.5886730998554,15686262.637486873,1860.8563561207
dirty-mode-45.csv,3094.37182661965,9575137.00137743,1713.462216058
dirty-mode-50.csv,3188.0003711007134,10163346.366138287,1866.395895652
dirty-mode-55.csv,3582.1459831787547,12831769.844803687,2180.226417381
dirty-mode-60.csv,4930.820290969407,24312988.74183563,2746.7846289247
