Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,5071.184257360294,0.7000098286459898,0.811470284194835
0.72,4800.579670841878,0.7200035362524435,0.8266258084947158
0.74,4535.67518093527,0.7400065372467023,0.841378667344379
0.76,4275.370768996085,0.7600095186128756,0.8557301547684029
0.78,4018.4664146849946,0.780007006419615,0.8696852239956064
0.8,3763.562094272784,0.8000021679756298,0.8832552540054517
0.82,3509.05778064035,0.8200021537374589,0.8964541584637014
0.84,3253.2534449736436,0.8400028687656729,0.9092883777526555
0.86,2993.949049983898,0.860009170353102,0.9217703060644803
0.88,2728.5445516025698,0.8800092520712901,0.9339021825715451
0.9,2453.2398854217868,0.9000047436871798,0.945695016642753
0.92,2162.234953134799,0.9200074436025443,0.9571656554344043
0.94,1846.3295988067593,0.9400081905286989,0.968319011870309
0.96,1487.4235156528077,0.9600087460415159,0.9791670681649374
0.98,1038.7159104391599,0.9800090098077731,0.9897223113348975
