file,Max_Correlation,Min_Correlation,Avg_Correlation
dirty-mean-10.csv,0.921484863107386,0.8762292232284721,0.8997122021635707
dirty-mean-30.csv,0.8222925155700833,0.7939231605662485,0.8098774175169325
dirty-mean-50.csv,0.6726406030245226,0.6363580781345901,0.6594554047653978
dirty-mean-70.csv,0.5145510840581279,0.48266441700678936,0.4996889723544407
dirty-mean-90.csv,0.36898345191001936,0.3628521885845035,0.3653008276426954
dirty-median-10.csv,0.9130928714629618,0.8683712037447257,0.8916362281896202
dirty-median-30.csv,0.8157509973825937,0.7858646379986104,0.8025029533044865
dirty-median-50.csv,0.6393784746265311,0.604155166210546,0.6267272243914774
dirty-median-70.csv,0.4970771124962791,0.46748609694794346,0.4832858547078615
dirty-median-90.csv,0.36350111870673996,0.35714923890959255,0.360746283392883
dirty-knn-10.csv,0.9836647438194827,0.93698134623895,0.962495421812943
dirty-knn-30.csv,0.9829756900745076,0.9451744490328041,0.9667481941003052
dirty-knn-50.csv,0.9808687508988776,0.9430056414614214,0.9649446099327774
dirty-knn-70.csv,0.9824578973446784,0.9522694255381808,0.9717817191668331
dirty-knn-90.csv,0.9900768961293704,0.9781435107321858,0.9861660018815701
dirty-hdi-10.csv,0.9833795990836625,0.9369592930572643,0.9620187922472342
dirty-hdi-30.csv,0.981695337931905,0.9425469364328011,0.9639058167760524
dirty-hdi-50.csv,0.9793156510172447,0.9380201449464829,0.9608659572161722
dirty-hdi-70.csv,0.9841875037718092,0.9561398658839144,0.9736270405454451
dirty-hdi-90.csv,0.9831532520717174,0.9664796720896012,0.9777751865252087
dirty-mice-10.csv,0.9835122258207757,0.9363219556448538,0.9618238066997902
dirty-mice-30.csv,0.9810423446511064,0.9402968611719178,0.9618048798335277
dirty-mice-50.csv,0.9761440214807404,0.9348483414659894,0.9575647634337257
dirty-mice-70.csv,0.9749753316153917,0.927899660171034,0.9529742331924032
dirty-mice-90.csv,0.9698260102347804,0.9387041415178978,0.9513918351411267
dirty-iim-10.csv,0.972386588884093,0.9220693764465654,0.9495202149378935
dirty-iim-30.csv,0.9108013020148137,0.8783611451846082,0.8991021638135331
dirty-iim-50.csv,0.9047963179074725,0.8555454479334405,0.8802950262853054
dirty-iim-70.csv,0.8686418825298314,0.8160927022708523,0.8449008237242939
dirty-iim-90.csv,0.7321200115357028,0.6930998009138613,0.7172342583603604
dirty-si-10.csv,0.983821516734771,0.9377207604213444,0.9628400992859291
dirty-si-30.csv,0.985033859042805,0.942406581705321,0.9659260175533797
dirty-si-50.csv,0.9874552006073659,0.9448943076729603,0.9677453997556296
dirty-si-70.csv,0.9949685880275515,0.948473287014868,0.9745821448327536
dirty-si-90.csv,0.9973154416322478,0.95358997024295,0.9775512048668542
dirty-mfi-10.csv,0.8556260584208505,0.8142574519957151,0.8359241037088395
dirty-mfi-30.csv,0.7019896533068412,0.6723558737099803,0.6884408688710622
dirty-mfi-50.csv,0.49712748866714884,0.468114173632848,0.486726363026955
dirty-mfi-70.csv,0.34661276894702325,0.32515881945921266,0.33507526396842585
dirty-mfi-90.csv,0.27851418695902713,0.2708502955615665,0.2758060446011562
dirty-rf-10.csv,0.9837829886193366,0.9376118543424339,0.9627426971430033
dirty-rf-30.csv,0.9841604113124054,0.9429622427177131,0.9660383510165442
dirty-rf-50.csv,0.9825436845716435,0.9418400250129312,0.9645139845613105
dirty-rf-70.csv,0.9895701947227998,0.9525107686446564,0.9743230987233634
dirty-rf-90.csv,0.9910289082233903,0.9737510292259373,0.9855264007086049
dirty-xgbi-10.csv,0.9835155963347325,0.9378106633470042,0.962667087680732
dirty-xgbi-30.csv,0.9822238413500732,0.9409309242855546,0.9639757374654796
dirty-xgbi-50.csv,0.9771928246531694,0.9361905120515321,0.9588065079136203
dirty-xgbi-70.csv,0.9872774252541415,0.9445703282463291,0.9687466371310917
dirty-xgbi-90.csv,0.9813944059145243,0.9647114177352228,0.9752318169762212
dirty-gain-10.csv,0.8640547477415743,0.8191699546952814,0.8426927723263725
dirty-gain-30.csv,0.7054280225211016,0.6770724142699498,0.6932992473489124
dirty-gain-50.csv,0.4415587589766675,0.4173718024143692,0.43311199559901226
dirty-gain-70.csv,0.2501900705750982,0.23349472559725518,0.2407843854098426
dirty-gain-90.csv,0.11656238646612282,0.10274923330080038,0.10930706710743396
dirty-midae-10.csv,0.9529829474925193,0.9093930758721412,0.9327003359170885
dirty-midae-30.csv,0.9109145914855641,0.8793303402126549,0.8976646300578774
dirty-midae-50.csv,0.8051458971464489,0.7714262048912904,0.7931338604458283
dirty-midae-70.csv,0.661360836273072,0.6329936512576697,0.6493098602123186
dirty-midae-90.csv,0.5860460380427057,0.5746633258293873,0.5810850495748812
