Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,1.6244004880097604,0.7000054695942495,0.17930088480201986
0.72,1.5349466989339788,0.720007075502658,0.17933104832804483
0.74,1.447734954699094,0.7400066689112464,0.17936013925570865
0.76,1.3623472469449391,0.7600027902143258,0.17938831891126925
0.78,1.2783275665513312,0.7800011933300038,0.17941575462138962
0.8,1.195219904398088,0.8000024044333442,0.17944260712794025
0.82,1.1125302506050123,0.8200056487810216,0.17946904288570598
0.84,1.0297265945318907,0.8400018960787403,0.17949523354495162
0.86,0.9460489209784195,0.8600090843366321,0.17952141445790526
0.88,0.8606992139842797,0.8800089734200855,0.17954782215765916
0.9,0.7724614492289846,0.9000075397250145,0.17957480882015048
0.92,0.6795495909918199,0.9200097286443286,0.17960287933153452
0.94,0.5791135822716454,0.9400041203233164,0.1796328242606213
0.96,0.4654533090661813,0.9600072658525296,0.1796662123704206
0.98,0.3240904818096362,0.9800098777775651,0.17970699818574973
