file,RMSE,MSE,MAE
dirty-mean-5.csv,1232.1570338871572,1518210.956157597,196.77571387484505
dirty-mean-10.csv,1357.8368501338819,1843720.911581502,360.96747486121785
dirty-mean-15.csv,1630.0192355252027,2656962.7081821663,524.7893573285724
dirty-mean-20.csv,2309.7573851522625,5334979.178265418,776.7586752233523
dirty-mean-25.csv,2188.7577449060245,4790660.465886106,897.9597567680576
dirty-mean-30.csv,2425.2737440415563,5881952.733537349,1061.9685225312776
dirty-mean-35.csv,3058.2432254560176,9352851.626047626,1352.3465112862461
dirty-mean-40.csv,3137.8773228959594,9846274.093544714,1491.9985919500198
dirty-mean-45.csv,3013.617585182062,9081890.949718565,1620.8621876470688
dirty-mean-50.csv,3232.1303206399757,10446666.40960027,1769.237873442304
dirty-mean-55.csv,3484.6515329845633,12142796.306331668,2006.498501067289
dirty-mean-60.csv,3637.961319193951,13234762.559951393,2238.8845040627953
dirty-mean-65.csv,3463.7232075198062,11997378.458311293,2285.416198676972
dirty-mean-70.csv,3899.695059451522,15207621.556710608,2518.285672771141
dirty-mean-75.csv,4151.092228778829,17231566.691827986,2714.9224393668883
dirty-mean-80.csv,4261.464132842424,18160076.555502433,2889.08250821733
dirty-mean-85.csv,4179.1865691333305,17465600.37962442,3124.4329964572007
dirty-mean-90.csv,4392.580987075109,19294767.72801374,3223.3267100322
dirty-mean-95.csv,4575.356146747349,20933883.86957875,3362.4660734573604
dirty-median-5.csv,1288.6374025802793,1660586.3553288488,175.86219313099997
dirty-median-10.csv,1430.0560000843802,2045060.1633773372,314.98768096759994
dirty-median-15.csv,1670.1518769076763,2789407.2919382337,453.61179168699994
dirty-median-20.csv,2543.3418277599503,6468587.652833324,758.8238847529
dirty-median-25.csv,2202.353746977492,4850362.026825799,772.433210556
dirty-median-30.csv,2507.430776723493,6287209.100060181,922.9696831780001
dirty-median-35.csv,3400.5250189902836,11563570.404778868,1332.5484546456
dirty-median-40.csv,3448.6517875130176,11893199.151516732,1431.2328585641
dirty-median-45.csv,3175.9396064347816,10086592.383721115,1463.0115019831999
dirty-median-50.csv,3629.877741133603,13176012.41557719,1713.7636204291998
dirty-median-55.csv,3876.836524808534,15029861.440089509,1950.686576132
dirty-median-60.csv,3708.7896814196765,13755120.901005065,2038.1891608214
dirty-median-65.csv,3699.4753501321666,13686117.866235515,2033.9568495412
dirty-median-70.csv,4261.516420752949,18160522.204347026,2407.2363045308
dirty-median-75.csv,4470.202525575568,19982710.619662188,2613.8350108749996
dirty-median-80.csv,4536.232432934292,20577404.685604967,2767.589951063
dirty-median-85.csv,4513.002324231625,20367189.97852005,2794.0735779672
dirty-median-90.csv,4791.732939333727,22960704.561895836,3042.7748929172
dirty-median-95.csv,4728.643380294332,22360068.218001403,3251.8507158571997
dirty-mode-5.csv,1408.7909097436989,1984691.8273764786,174.645953131
dirty-mode-10.csv,1620.8855284276642,2627269.896266228,323.4942609676
dirty-mode-15.csv,1896.601213117513,3597096.161598822,462.17977219100004
dirty-mode-20.csv,2821.941580143546,7963354.281743053,816.1355162529001
dirty-mode-25.csv,2724.604886968611,7423471.7900932375,855.5889783999999
dirty-mode-30.csv,2851.0610994393105,8128549.392736091,960.081305856
dirty-mode-35.csv,3778.260253273146,14275250.54146366,1452.5760841456001
dirty-mode-40.csv,4182.0679481728985,17489692.323135074,2298.4879779051003
dirty-mode-45.csv,3650.0585382357913,13322927.332548002,1556.1539221172002
dirty-mode-50.csv,3980.2157104649446,15842117.101831963,1840.1287958332
dirty-mode-55.csv,4318.19385612371,18646798.17906456,2096.2684039759997
dirty-mode-60.csv,4817.899077565694,23212151.521608364,2462.4398870074
dirty-mode-65.csv,3972.767498474968,15782881.596939055,2092.4580497312
dirty-mode-70.csv,5159.567268116663,26621134.394220848,2883.2045417448003
dirty-mode-75.csv,5593.926994675568,31292019.221760023,3285.532706043
dirty-mode-80.csv,4808.836796187102,23124911.332363028,2785.150222265
dirty-mode-85.csv,5012.6013612038205,25126172.40634239,2967.3133373112
dirty-mode-90.csv,5956.822474047043,35483733.98731194,3834.5994655792
dirty-mode-95.csv,6173.297892664056,38109606.871570475,4078.7308860972003
dirty-knn-5.csv,162.69241655476802,26468.82240443015,19.605650923
dirty-knn-10.csv,227.49977151746552,51756.146040499014,36.86739482194
dirty-knn-15.csv,224.5445752101744,50420.266256317664,41.9210153605
dirty-knn-20.csv,471.1099475512119,221944.58268170562,79.17107290566001
dirty-knn-25.csv,296.4105819806206,87859.2331100902,76.63529087652002
dirty-knn-30.csv,384.4758435127593,147821.6742448478,98.88839835044
dirty-knn-35.csv,610.850745607383,373138.6334090958,147.4331832759
dirty-knn-40.csv,540.9632027231681,292641.18670050753,161.8390788042
dirty-knn-45.csv,508.08257213049836,258147.90010274306,159.49816237288005
dirty-knn-50.csv,598.4346341096385,358124.0113019369,190.76212002518002
dirty-knn-55.csv,693.9071057720964,481507.0714410075,219.55682590192004
dirty-knn-60.csv,674.0557209353703,454351.1149257018,220.43628450248
dirty-knn-65.csv,743.3003693990354,552495.4391487425,251.6052354846
dirty-knn-70.csv,760.8429615320027,578882.0121127885,271.76771039128005
dirty-knn-75.csv,889.5298031309873,791263.270658253,344.49911918524003
dirty-knn-80.csv,1021.0864006275673,1042617.4375465608,389.59877681800003
dirty-knn-85.csv,925.7209786242184,856959.3302649808,391.2556173132
dirty-knn-90.csv,1137.1645393022277,1293143.1894464479,461.45863297380004
dirty-knn-95.csv,2137.3633148955587,4568321.93986133,791.6649915404
dirty-hdi-5.csv,223.7923283061703,50083.00620869671,22.406896868999997
dirty-hdi-10.csv,249.02049808503773,62011.20846652028,38.733281128200005
dirty-hdi-15.csv,241.57426013413317,58358.12315935384,41.833881081
dirty-hdi-20.csv,454.19716077575737,206295.06085675917,80.7750019207
dirty-hdi-25.csv,334.18506213475814,111679.65575401216,82.1799752838
dirty-hdi-30.csv,364.1000536479535,132568.84906644258,90.705835185
dirty-hdi-35.csv,643.3209667283015,413861.8662322365,147.46728326290003
dirty-hdi-40.csv,479.6815352439883,230094.3752540296,154.87765990680003
dirty-hdi-45.csv,501.2204208380388,251221.91026506075,156.12906632399998
dirty-hdi-50.csv,591.6270478451848,350022.5637420087,183.9710018411
