file,avg_distance,avg_imputed_distance,avg_ratio,std_distance,std_imputed_distance,std_ratio
dirty-mean-5.csv,0.07168779386342587,0.07463742654571175,1.0464724674462806,0.01974496117637135,0.02034670193078327,0.10774563213278715
dirty-median-5.csv,0.0783870313781487,0.08004952789413537,1.0291973264458887,0.02591136915916108,0.02549939299126885,0.09251664425525935
dirty-mode-5.csv,0.07091616250252425,0.07688988313901317,1.1138889358174786,0.019082399443135802,0.023860694631634986,0.29651517458592147
dirty-knn-5.csv,0.07488994657011461,0.07528813343213812,1.0062740073217336,0.022317269228633443,0.022408978974035154,0.05163953330127892
dirty-hdi-5.csv,0.0692068733240265,0.06937249445207806,1.00296336318971,0.016977058522642717,0.017078210201051186,0.040663486836576876
dirty-mice-5.csv,0.07528365628037455,0.07640177860428839,1.019857613080051,0.022915684640832358,0.022399606179549565,0.06953221323473868
dirty-iim-5.csv,0.07387522068616036,0.07449501900525556,1.0119650576736767,0.022873385184993638,0.02228027437969123,0.04314589875084859
dirty-si-5.csv,0.0712680041798487,0.0744809502999225,1.0569021324481709,0.02085617855763239,0.021050468255969984,0.14367847852663937
dirty-mfi-5.csv,0.07695685417128123,0.16241628009163167,2.227533693718517,0.022923410461822315,0.08642329737348477,1.3264053529723612
dirty-missfi-5.csv,0.07673053132002766,0.07643956275527175,0.9980712012769898,0.02873607037993156,0.028447202265314442,0.04859835050367547
dirty-xgbi-5.csv,0.06774221139367556,0.06705883494499745,0.9915724645263719,0.016873731491681924,0.016642136496252746,0.04299783131292062
dirty-gain-5.csv,0.07491671752586294,0.1526436632667666,2.199522308722457,0.024010410150656723,0.08365391652212308,1.3993483579623949
dirty-midae-5.csv,0.07448843710492568,0.0754436242639197,1.0274910060498161,0.026603243577934442,0.02457303341777971,0.10735338148398141
dirty-mean-10.csv,0.07616737866924583,0.07960210806338437,1.0609533202343253,0.021610158925064734,0.022635890437823752,0.19135711289909657
dirty-median-10.csv,0.07458146894969452,0.07766601014844635,1.0663540925592518,0.02057371669436443,0.01866368057077421,0.19694767036415167
dirty-mode-10.csv,0.07316821582618814,0.10085527014316747,1.3939450815772145,0.018789798119879294,0.03991213968924256,0.4550850633653635
dirty-knn-10.csv,0.07045566764316312,0.07163668038892257,1.0180641542581277,0.015975906546984553,0.016662018924383046,0.07919729410743098
dirty-hdi-10.csv,0.07118663355583858,0.07146099554231575,1.0071235658680853,0.015733401207176548,0.015760168294888164,0.07857821737682838
dirty-mice-10.csv,0.07472526571303093,0.076064517061335,1.0260452638200408,0.022047105076719743,0.021769775365752544,0.10524070781430397
dirty-iim-10.csv,0.07261758247869797,0.07375725403296772,1.0181284725263224,0.020126714801181642,0.02019496653464337,0.0703388243604889
dirty-si-10.csv,0.07869694663571966,0.08303045606804386,1.0798759539820257,0.024424742983593963,0.02256256316205081,0.19304547330236174
dirty-mfi-10.csv,0.07209000485315897,0.17801488225407364,2.5501418331248193,0.0184009365106075,0.09952468964662627,1.4962938715849778
dirty-missfi-10.csv,0.06784603762487228,0.069295623635929,1.0230057466347282,0.021518516583545363,0.021909155454016248,0.07673053092422723
dirty-xgbi-10.csv,0.06600562151095825,0.06629340431843332,1.0075556781223434,0.01728441890133873,0.016952778882001494,0.05075735043544493
dirty-gain-10.csv,0.07221990492117013,0.39179391882286635,5.951489810350669,0.020974350959002123,0.2359241752519729,4.051721959176433
dirty-midae-10.csv,0.07088235259395441,0.08390758803781319,1.2209377785388005,0.022288295650935312,0.026114715605830213,0.32186865300904394
dirty-mean-15.csv,0.08056399193923061,0.10432704961119249,1.3779350401187143,0.028983105133581266,0.03523415653817484,0.512583513424567
dirty-median-15.csv,0.0714391352187486,0.0862512919902484,1.2589661813984334,0.020961299529176993,0.025579762419279343,0.42738376698899144
dirty-mode-15.csv,0.07148718930329376,0.120129204019501,1.728729941029307,0.021635660933831933,0.04783679326406505,0.6413402335878808
dirty-knn-15.csv,0.07195649678230916,0.07486542848638686,1.0601380285170472,0.02171054427215149,0.020541484992971544,0.17488018156905036
