file,Consistent Count,Missing Total,Consistent Rate
dirty-mode-5.csv,1,118,0.00847457627118644
dirty-mode-10.csv,1,237,0.004219409282700422
dirty-mode-15.csv,2,356,0.0056179775280898875
dirty-mode-20.csv,3,475,0.00631578947368421
dirty-mode-25.csv,4,594,0.006734006734006734
dirty-mode-30.csv,4,712,0.0056179775280898875
dirty-mode-35.csv,5,831,0.006016847172081829
dirty-mode-40.csv,8,950,0.008421052631578947
dirty-mode-45.csv,8,1069,0.007483629560336763
dirty-mode-50.csv,7,1188,0.005892255892255892
dirty-mode-55.csv,8,1306,0.006125574272588055
dirty-mode-60.csv,12,1425,0.008421052631578947
dirty-mode-65.csv,10,1544,0.006476683937823834
dirty-mode-70.csv,11,1663,0.00661455201443175
dirty-mode-75.csv,13,1782,0.007295173961840628
dirty-mode-80.csv,13,1900,0.006842105263157895
dirty-mode-85.csv,17,2019,0.008420009905894007
dirty-mode-90.csv,20,2138,0.009354536950420954
dirty-mode-95.csv,16,2257,0.007089056269384138
dirty-knn-5.csv,115,118,0.9745762711864406
dirty-knn-10.csv,225,237,0.9493670886075949
dirty-knn-15.csv,327,356,0.9185393258426966
dirty-knn-20.csv,443,475,0.9326315789473684
dirty-knn-25.csv,519,594,0.8737373737373737
dirty-knn-30.csv,618,712,0.8679775280898876
dirty-knn-35.csv,703,831,0.8459687123947052
dirty-knn-40.csv,784,950,0.8252631578947368
dirty-knn-45.csv,841,1069,0.7867165575304023
dirty-knn-50.csv,904,1188,0.7609427609427609
dirty-knn-55.csv,909,1306,0.6960183767228177
dirty-knn-60.csv,950,1425,0.6666666666666666
dirty-knn-65.csv,928,1544,0.6010362694300518
dirty-knn-70.csv,1027,1663,0.6175586289837642
dirty-knn-75.csv,977,1782,0.5482603815937149
dirty-knn-80.csv,897,1900,0.47210526315789475
dirty-knn-85.csv,759,2019,0.37592867756315007
dirty-knn-90.csv,616,2138,0.28811973807296537
dirty-knn-95.csv,423,2257,0.18741692512184316
dirty-hdi-5.csv,117,118,0.9915254237288136
dirty-hdi-10.csv,234,237,0.9873417721518988
dirty-hdi-15.csv,351,356,0.9859550561797753
