File Name,RMSE,MAE,PG(RMSE),PG(MAE)
clean.csv,2959.4111473650096,2157.416852479677,0.0,0.0
dirty-resid_mean-50.csv,3017.4181423024625,2329.6628505529457,0.019600857078983753,0.07983899721340076
dirty-resid_mean-70.csv,3048.513426624549,2416.6576984434387,0.030108110979738006,0.12016261283293367
dirty-resid_mean-90.csv,3194.6546251530644,2645.9128443504537,0.07948996137204868,0.22642633541557472
dirty-resid_median-50.csv,2969.677940605714,2143.4494907820417,0.003469201381445659,0.0
dirty-resid_median-70.csv,3024.848886625978,2196.6691733744856,0.022111743182164054,0.018194129173364493
dirty-resid_median-90.csv,3003.2502028393683,2134.3356453568745,0.014813438650926205,0.0
dirty-resid_mode-50.csv,2983.504365357905,2086.46029144782,0.00814122026077637,0.0
dirty-resid_mode-70.csv,3260.740490034089,2186.6475168143606,0.10182070948045725,0.013548918143050015
dirty-resid_mode-90.csv,3707.177425989074,2514.2787464923344,0.2526740089121642,0.16541165588953757
dirty-resid_mfi-50.csv,3074.081449585505,2079.4219791771143,0.038747675301079865,0.0
dirty-resid_mfi-70.csv,3553.550772077326,2432.7354055828146,0.20076278527278124,0.12761490797974157
dirty-resid_mfi-90.csv,4092.0921514400015,2938.2960476627673,0.38273864213950287,0.3619510037133384
dirty-resid_gain-50.csv,3153.176383403485,2403.835725209829,0.06547425362339379,0.11421940662367816
dirty-resid_gain-70.csv,3104.267071778417,2249.315596701957,0.04894754976589985,0.04259665632844862
dirty-resid_gain-90.csv,3534.9937448067185,2884.268509287241,0.1944922718677309,0.33690830586223547
dirty-resid_midae-50.csv,2969.764089076791,2120.8572980033255,0.0034983113856956257,0.0
dirty-resid_midae-70.csv,3000.058439276051,2158.0814149565826,0.01373492559397599,0.00030803619436917226
dirty-resid_midae-90.csv,3051.7262731398773,2433.4572534971494,0.031193748072843128,0.12794949696448282
dirty-trend_mean-50.csv,2875.4875862696676,2191.5855206595756,0.0,0.015837768273955128
dirty-trend_mean-70.csv,2835.4442794037723,2145.1796807498417,0.0,0.0
dirty-trend_mean-90.csv,2761.005866569602,1982.3118452874262,0.0,0.0
dirty-trend_median-50.csv,2858.166155907305,2034.5033313780086,0.0,0.0
dirty-trend_median-70.csv,2812.679570540922,2028.110890004751,0.0,0.0
dirty-trend_median-90.csv,2759.313179847505,1947.1591617200697,0.0,0.0
dirty-trend_mode-50.csv,2887.9152499949346,1995.8689633063236,0.0,0.0
dirty-trend_mode-70.csv,2862.190467969803,1944.4300146286425,0.0,0.0
dirty-trend_mode-90.csv,2775.498291548125,1914.8559621582028,0.0,0.0
dirty-trend_mfi-50.csv,2991.8002628810427,1978.1976359401392,0.010944446007399699,0.0
dirty-trend_mfi-70.csv,2913.499536456084,1920.1484662986961,0.0,0.0
dirty-trend_mfi-90.csv,2790.548219411419,1911.689679710594,0.0,0.0
dirty-trend_gain-50.csv,3074.6849707971887,2330.909617174303,0.03895160817205688,0.08041689509156207
dirty-trend_gain-70.csv,3129.861133971984,2280.607735829534,0.05759591287568787,0.05710110366861398
dirty-trend_gain-90.csv,3048.5041392284656,2284.555354342899,0.030104972721611317,0.05893089308034869
dirty-trend_midae-50.csv,2942.8588456392768,2092.4144755727407,0.0,0.0
dirty-trend_midae-70.csv,2854.790406335655,2035.5637152726456,0.0,0.0
dirty-trend_midae-90.csv,2784.222994190473,1969.2020224213472,0.0,0.0
dirty-seasonal_mean-50.csv,2990.4981360745014,2394.3086004605675,0.010504450771286363,0.10980341963520569
dirty-seasonal_mean-70.csv,2976.3688083325383,2405.09838466005,0.00573007943915714,0.11480467110271009
dirty-seasonal_mean-90.csv,3016.10980784439,2471.2563650892102,0.019158764246010134,0.14547003850869833
dirty-seasonal_median-50.csv,2915.8656826426763,2061.2989232870564,0.0,0.0
dirty-seasonal_median-70.csv,2907.614096555565,2009.0103637563345,0.0,0.0
dirty-seasonal_median-90.csv,2930.6036067003583,1956.1290769966743,0.0,0.0
dirty-seasonal_mode-50.csv,3024.3080036325077,2017.8524011362438,0.021928976082042806,0.0
dirty-seasonal_mode-70.csv,3487.336650928251,2242.9695250013197,0.1783886987224786,0.03965514240945639
dirty-seasonal_mode-90.csv,3894.255935623575,2697.525576571078,0.31588878385179076,0.2503497288762785
dirty-seasonal_mfi-50.csv,3433.6455481206885,2260.536034155356,0.1602462034306812,0.04779752302257057
dirty-seasonal_mfi-70.csv,4009.146667345318,2833.6000579372094,0.35471094339661735,0.3134226029060382
dirty-seasonal_mfi-90.csv,4373.039512490596,3325.78333187227,0.4776721769073041,0.5415580572895332
dirty-seasonal_gain-50.csv,3397.7578224831664,2659.550419357712,0.14811955936181778,0.23274758714380878
dirty-seasonal_gain-70.csv,3081.7044283173846,2191.1151206731024,0.04132351838346694,0.015619729749813365
dirty-seasonal_gain-90.csv,3752.5876561806117,2924.2890636580187,0.26801835544947106,0.35545852452988835
dirty-seasonal_midae-50.csv,2955.5452633671925,2066.7399125514676,0.0,0.0
dirty-seasonal_midae-70.csv,2881.922804910937,2029.577103416649,0.0,0.0
dirty-seasonal_midae-90.csv,2899.639887454421,2256.3381876649596,0.0,0.045851748618532015
