Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,3052.350864325126,0.69999850120956,0.5275515354808353
0.72,2891.1481771658136,0.7200071172472104,0.530161838614069
0.74,2733.3455466835585,0.740000009252086,0.5326460243030563
0.76,2578.04295787561,0.7599996802075227,0.5350190793064915
0.78,2424.5403990731634,0.779999972124861,0.5372916948251271
0.8,2272.037856940439,0.8000001077123655,0.5394748602316393
0.82,2119.635316474687,0.8199999982049236,0.5415795079188095
0.84,1966.2327593392122,0.8400060679185197,0.543617424632764
0.86,1810.630165530347,0.8600070492249632,0.5455992871697383
0.88,1651.1275067095632,0.8800077987926651,0.5475388747369211
0.9,1485.4247445364983,0.900009177515884,0.5494523034691526
0.92,1310.1218223340945,0.9200087406347656,0.551360658990144
0.94,1119.5186450849321,0.9400099312863093,0.5532964892513677
0.96,902.715031089033,0.9600038906480057,0.5553173196380681
0.98,631.010501925353,0.980008871816305,0.5575698652205959
