Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,5568.665266646666,0.7000097279861238,0.751203430024664
0.72,5264.6609237274815,0.7200062895714368,0.7696521534633749
0.74,4967.85668366691,0.7400097160306895,0.7878491124308825
0.76,4677.052529321847,0.7600050345324207,0.8057783573934408
0.78,4390.548436406234,0.7800091285959933,0.8234529187705588
0.8,4107.044386348376,0.8000054074882574,0.8408562589916692
0.82,3824.6403520050285,0.820008555720496,0.8579995211850766
0.84,3541.536307661538,0.8400084348187854,0.8748724556185792
0.86,3255.3322190317003,0.8600087466804971,0.8914768696738761
0.88,2963.028043257761,0.8800093016176471,0.9078112654288434
0.9,2660.523721767454,0.9000098162721833,0.9238740211408608
0.92,2341.819168845269,0.9200052016534932,0.939659539816164
0.94,1996.7142387748395,0.9400057933760785,0.9551738260630768
0.96,1605.8086544093487,0.960009585120418,0.9704118058737083
0.98,1119.101701452878,0.9800068831072558,0.9853598362782798
