Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,421769.2353847077,0.7000054902802588,0.7431626469932566
0.72,398458.7691753835,0.7200032822574797,0.7617046985847102
0.74,375736.3147262945,0.7400045016845225,0.7800525185621728
0.76,353492.66985339706,0.7600077043967752,0.7982028290609049
0.78,331618.6323726474,0.7800095714598705,0.8161509370627599
0.8,309996.59993199864,0.800009045016711,0.8338944749382012
0.82,288500.5700114002,0.8200026805531866,0.8514292301007311
0.84,266962.539250785,0.8400089868696959,0.8687702352654708
0.86,245231.30462609252,0.8600031187504309,0.8858950346853598
0.88,223054.86109722193,0.8800083142930035,0.9028228114528554
0.9,200147.60295205904,0.9000037139921853,0.9195353283882998
0.92,176030.72061441228,0.9200086074549272,0.9360483085590089
0.94,149973.39946798934,0.9400054585124166,0.9523470046882792
0.96,120505.61011220224,0.9600076802745724,0.9684422840143019
0.98,83880.87761755235,0.9800085232898368,0.9843286661227469
