Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,5071.18451716148,0.7000098096829066,0.5968143270337348
0.72,4800.580006334494,0.7200035111759189,0.6039497443531967
0.74,4535.675590524929,0.7400065060230305,0.6107834487442231
0.76,4275.371251396089,0.7600094812730575,0.6173297526304595
0.78,4018.4669689443062,0.780006963069818,0.6236041499237607
0.8,3763.4627181649967,0.800009978503113,0.629626849114344
0.82,3508.9584757205484,0.8200099474977193,0.6354117025801461
0.84,3253.254213272433,0.8400028090017183,0.6409741529679069
0.86,2993.9498908133155,0.8600091061153944,0.6463365770913992
0.88,2728.5454666688893,0.8800091841976663,0.6515112408618062
0.9,2453.2408774942073,0.900004673329189,0.656518224643689
0.92,2162.2360266048777,0.9200073723727171,0.6613837582713292
0.94,1846.3307606394505,0.9400081207830004,0.6661369193231063
0.96,1487.4247778759438,0.9600086815131801,0.6708291350270363
0.98,1038.7172981713313,0.9800089576026072,0.6755762409829069
