Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,528.5272252722527,0.7000054454297158,0.9962123864434504
0.72,499.36612366123666,0.7200054537978706,0.996616743521868
0.74,470.9342993429934,0.740009202873877,0.9969893357765692
0.76,443.1118711187112,0.7600033900306843,0.9973331755145652
0.78,415.7290072900729,0.7800088044075278,0.9976514624667691
0.8,388.6658266582666,0.8000047761398476,0.9979463643927333
0.82,361.7425074250743,0.8200042659724488,0.99822028764097
0.84,334.77922779227794,0.8400031597132378,0.998475121377071
0.86,307.54621546215463,0.860006411906058,0.9987126540785609
0.88,279.77373773737736,0.8800034657926242,0.9989343018421893
0.9,251.06219062190624,0.9000033086155652,0.9991415413123212
0.92,220.83214832148323,0.9200098100411404,0.9993356311263708
0.94,188.16452164521647,0.94000684258269,0.999517519015741
0.96,151.2111421114211,0.9600095322380587,0.9996883369628612
0.98,105.27666276662767,0.9800076686905472,0.9998488915969012
