Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,0.0001848566971339427,0.7000035390995833,0.4717519127428097
0.72,0.00017494989899797996,0.7200088123078893,0.4717530268629115
0.74,0.00016526350527010543,0.7400076479178169,0.47175411435656806
0.76,0.00015574811496229927,0.7600087370393959,0.47175518088045826
0.78,0.00014636192723854478,0.7800019233507411,0.4717562312029636
0.8,0.0001370479409588192,0.8000026721231128,0.4717572717576265
0.82,0.0001277529550591012,0.8200067894478037,0.47175830851277717
0.84,0.00011841616832336647,0.8400074194625974,0.471759348243936
0.86,0.00010895777915558312,0.8600086963408272,0.4717603997931744
0.88,9.92789855797116e-05,0.8800076716177097,0.47176147405050683
0.9,8.92429848596972e-05,0.9000029127240614,0.47176258603639665
0.92,7.863697273945479e-05,0.9200097169107939,0.47176375905690815
0.94,6.713414268285366e-05,0.9400055056881836,0.4717650287995538
0.96,5.406948138962779e-05,0.9600060274194309,0.4717664678335275
0.98,3.7744354887097746e-05,0.9800085365633159,0.47176826134644356
