file,MSE_Trend,RMSE_Trend,MAE_Trend,Corr_Trend,Max_Abs_Error_Trend,MSE_Seasonal,RMSE_Seasonal,MAE_Seasonal,Corr_Seasonal,Max_Abs_Error_Seasonal,MSE_Residuals,RMSE_Residuals,MAE_Residuals,Corr_Residuals,Max_Abs_Error_Residuals
clean,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
dirty-mean-10.csv,175725.3509999888,419.19607703315734,269.7733160743949,0.9772543380390442,1571.7099499627766,23306.68978318941,152.66528676549038,111.48477383978971,0.8818956770909709,334.95999503297145,1543590.6177540608,1242.413223430136,559.2729229962381,0.9270811458983458,12405.4699804549
dirty-mean-30.csv,553734.8595018721,744.1336301376737,584.6181656583803,0.9391531418897241,2316.567318808751,23792.01548686502,154.24660607891838,118.57541842671891,0.8792793985376631,389.1096135694572,3771821.9843246136,1942.1179120549332,1191.5969875681803,0.8118416493984905,13093.334151856277
dirty-mean-50.csv,1268116.6550681833,1126.1068577484923,809.9930666784852,0.8479373433395189,4839.2567063211645,55509.63076362193,235.60481905857088,182.29178854981973,0.706649871297829,562.0548649086056,6465544.039488643,2542.743408110351,1700.970598843377,0.6442514856446093,18086.187381222848
dirty-mean-70.csv,2058674.1627513908,1434.808057808218,1115.0322037990222,0.7288479843693618,5089.960566395002,70460.61480470655,265.4441839722742,237.99785909573018,0.5693232766720029,476.33721254565376,8537828.473118212,2921.9562750181963,2139.0890840516645,0.47542860458059605,17561.07338842735
dirty-mean-90.csv,2785659.891961402,1669.0296258489248,1363.5293706646592,0.49865804484709003,5226.824907516665,90924.44489287984,301.53680520440594,239.05442380069422,0.3636842634683427,669.4962247741862,9683998.690156007,3111.9123847171545,2384.444351232884,0.3431481329449001,15373.816297484296
dirty-median-10.csv,226412.94946730975,475.82869760798343,279.59175517240215,0.9736564455058475,1906.3120833333323,22225.731765479526,149.0829694012013,112.07484343230193,0.8866255356380575,298.0363782836019,1747953.6534944193,1322.1019830158411,560.0482080747171,0.917519457798482,13228.95184951553
dirty-median-30.csv,643673.926282479,802.2929180059357,575.9254905123777,0.9381480273651754,2783.8982739583353,28188.59015428943,167.89458047920854,115.35097121895674,0.8612857601931839,400.2049600105629,3943768.980088113,1985.8924895593198,1146.643088856007,0.8042286870683366,14000.533263753157
dirty-median-50.csv,2080131.3792380125,1442.2660570220783,1025.0637942611336,0.8195002517058778,5820.704166666666,65438.31814599778,255.8091439843341,200.3795572898914,0.6713832324539186,623.5448753127714,7047440.668371112,2654.7016156945233,1764.650000760138,0.6119685638008239,18478.849549284794
dirty-median-70.csv,2721198.947048454,1649.6056944156244,1220.3343279587973,0.7220450053795635,6026.858632583335,73066.6969562915,270.30852179739264,243.59855921442824,0.5526455229325231,411.72466759107886,8837631.07622976,2972.8153451282105,2151.336442052103,0.4539376910432895,17579.727044860076
