Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,135554.51109022181,0.7000049445566963,0.5284186255878635
0.72,128319.16638332767,0.7200035683031023,0.5295265101903204
0.74,121237.82475649513,0.7400071341191368,0.5305832768940961
0.76,114282.485649713,0.7600019870515073,0.5315941895889847
0.78,107413.94827896557,0.780003210322467,0.5325656773555592
0.8,100598.61197223945,0.800003038592564,0.533502830755635
0.82,93794.4758895178,0.8200062945243912,0.5344113417531752
0.84,86956.73913478269,0.840006953579344,0.5352966023519123
0.86,80026.60053201063,0.8600099432299559,0.5361649956277185
0.88,72934.05868117363,0.8800051277845029,0.5370232133786972
0.9,65572.71145422908,0.9000072968957764,0.5378807942900131
0.92,57794.15588311766,0.9200098939766345,0.5387497077167545
0.94,49351.987039740794,0.9400061281372692,0.5396487375508967
0.96,39758.9951799036,0.9600061705403052,0.5406138175419476
0.98,27763.555271105422,0.9800095630564506,0.5417345296348157
